query_id,Query,Dataset,Failure Type,Doc in Top-5
q_0d043b118328bf57,how to manually calculate cumulative gpa,ms_marco,Ranking Error,1
q_e3ebfc9cedcae466,how many minimum wages for medical lab technician for one hour in canada,ms_marco,Ranking Error,1
q_a6ea2b4ae0c73147,cost of living in a condo in california,ms_marco,Ranking Error,1
q_f7066714cc07e3bc,how to become a realtor in memphis tn,ms_marco,Semantic Miss,0
q_0cc93a5860f2935e,what are the native bird species of Guam?,ms_marco,Semantic Miss,0
q_b5d214c77aa9e047,how long does it take for the govt to give u a tax refund when you have electronically filed,ms_marco,Semantic Miss,0
q_9d54302b77b4cb40,what kind of software is SAS,ms_marco,Semantic Miss,0
q_85044e3260dca9a9,how long does it take to recover from viral meningitis,ms_marco,Ranking Error,1
q_1da9fcfc9367dce2,what is a retainer fee,ms_marco,Ranking Error,1
q_9827c87cee7282bb,does ibogaine contain dmt,ms_marco,Semantic Miss,0
q_1c38dab7fc703cee,what is parsley root,ms_marco,Ranking Error,1
q_b224fa91d78b2ae1,where is popocatepetl located,ms_marco,Semantic Miss,0
q_2de8296615da704d,what is the birthday of the actor james bolam,ms_marco,Ranking Error,1
q_61049b7db23c3df1,what is the difference between nuclear dna and mitochondrial dna,ms_marco,Ranking Error,1
q_44d3546e61a6a582,average cost of coffee beans,ms_marco,Ranking Error,1
q_cb6fc0034cfa87a4,self.parsed_data->self.config,code_search_net,Ranking Error,1
q_023de83f29506ea7,what nutrient is most associated with eutrophication,ms_marco,Ranking Error,1
q_3795e3eb27d725ad,on average how much does a human litter,ms_marco,Ranking Error,1
q_b6b852d96029dc1c,what is mud horse,ms_marco,Ranking Error,1
q_1198cc75bf8a83bb,how to determine confidence interval in excel,ms_marco,Ranking Error,1
q_04ba17854d48a8d0,how to get dust out of air ducts,ms_marco,Ranking Error,1
q_c47d3c6292fc6bf2,what does meristem culture,ms_marco,Ranking Error,1
q_a1a59e312eee0a23,what is in LSD,ms_marco,Ranking Error,1
q_1ef7e9c0e3b335af,what does corporate culture mean,ms_marco,Ranking Error,1
q_052cdb66404357c7,how much does a new garage door cost installed,ms_marco,Ranking Error,1
q_09b4b00191873955,is there an age requirement to be a flight attendant,ms_marco,Ranking Error,1
q_01196f3361dcdca9,what language do they speak in finland,ms_marco,Semantic Miss,0
q_103754874867e7b7,what is brostep,ms_marco,Ranking Error,1
q_89839eeb9088426d,list of low carb foods for weight loss,ms_marco,Ranking Error,1
q_0f426b66103913d5,where did the phoenicians live,ms_marco,Ranking Error,1
q_e28e3d67b31f4977,john travolta first film,ms_marco,Ranking Error,1
q_31ce266e6adfd449,average temperature juneau alaska june,ms_marco,Ranking Error,1
q_7e9e7fd568abd0b8,what type of habitat arthropods can be found,ms_marco,Ranking Error,1
q_d229e5be39287143,what does opo squash taste like,ms_marco,Ranking Error,1
q_755734f5ab8f7a8f,do blue whales have a predator,ms_marco,Ranking Error,1
q_f0dd3aebb7397ea6,ethics medical definition,ms_marco,Ranking Error,1
q_62958d225db385f8,"Through digestion, polysaccharides are broken down into",ms_marco,Semantic Miss,0
q_96d0e17d5ecaf75e,what happens when I stop taking provera pill,ms_marco,Ranking Error,1
q_c3fa83d58b15ffdd,disease caused by bacteria pathogen,ms_marco,Ranking Error,1
q_1a0869040553df6e,what is the chemical name for limestone,ms_marco,Semantic Miss,0
q_900794cede04e15c,estimated cost siding a house,ms_marco,Semantic Miss,0
q_c50efa3841a64540,what are barnacles,ms_marco,Ranking Error,1
q_e6b9c44ff34379a6,yeast infections are caused by quizlet,ms_marco,Ranking Error,1
q_18fea5be868c93ea,what is the purpose of iodoform reaction,ms_marco,Ranking Error,1
q_b4941668c6aa9342,how much to replace ipad screen,ms_marco,Ranking Error,1
q_628d275a113a6369,what is magnesium used for,ms_marco,Ranking Error,1
q_1d9d9ddf0ed03e3a,what is nungu in english,ms_marco,Ranking Error,1
q_24bf44d3914c30f6,how long before the irs approves my refund,ms_marco,Ranking Error,1
q_f553477da3a9d905,what is the compressibility factor,ms_marco,Ranking Error,1
q_a6cfceee35af4513,how much is a house inspection cost,ms_marco,Ranking Error,1
q_938d3bee798dbec9,what are villous lymphocytes,ms_marco,Ranking Error,1
q_81c5d8f5cbc28c76,how long does it take to charge a nimh rc battery,ms_marco,Semantic Miss,0
q_6f84dc3ccfed32b6,what temperature does rainbow lake trout like,ms_marco,Ranking Error,1
q_077752e2b61cca11,What was Norman Cantor's theory about the plague?,squad,Ranking Error,1
q_323925b3919a384d,how long is driving test,ms_marco,Ranking Error,1
q_2794b076398e82f6,how to turn xerox printer online,ms_marco,Semantic Miss,0
q_e420835bc8a4c8c6,what does a fold in your intestines mean,ms_marco,Ranking Error,1
q_3f4ad76956a643e2,describe the structure of a capillary network,ms_marco,Semantic Miss,0
q_99e1e975dac9dc33,What seldom mutates?,squad,Ranking Error,1
q_e2767273332367db,how many calories in a reuben,ms_marco,Ranking Error,1
q_b0ff03126419a8e1,what kind of rock is silver,ms_marco,Semantic Miss,0
q_5219c64027d9312a,are rehearsal dinner invitations necessary,ms_marco,Ranking Error,1
q_277f2c52ab5e15b0,how do you use paracord,ms_marco,Ranking Error,1
q_43c45ae56df4c05a,oceanic crust is made of,ms_marco,Ranking Error,1
q_dcfaa53e80711b41,who is helen schucman,ms_marco,Ranking Error,1
q_acf78874eaa9062c,how much does it cost to register a vehicle in ohio,ms_marco,Ranking Error,1
q_a7171ac28abff524,what is the starting median salary for a actress,ms_marco,Ranking Error,1
q_d601292aa1db750a,Which Florida venue was one of three considered for Super Bowl 50?,squad,Ranking Error,1
q_4da6a0de53862842,what is a pigmented lipstick,ms_marco,Ranking Error,1
q_28bc1683182014c2,how long to cook a mini roast lamb,ms_marco,Ranking Error,1
q_980beb587bd4c682,how often are representatives to be elected,ms_marco,Ranking Error,1
q_9c032eae80f0abf7,buerger's disease definition,ms_marco,Ranking Error,1
q_b98774a427b606fe,energy: what is work,ms_marco,Ranking Error,1
q_02d83ae4a8041958,who is ruth benedict,ms_marco,Ranking Error,1
q_be7393fc59ea4f63,What is the name for substances with a ph above 7?,sciq,Ranking Error,1
q_6ca0ff7b39f58e97,what is euploidy and aneuploidy,ms_marco,Ranking Error,1
q_1022d390117e53d7,kelsey name meaning,ms_marco,Ranking Error,1
q_25f7c3eb11c4174b,average salary in drc,ms_marco,Ranking Error,1
q_1a89e2861645b30f,what causes scours in dairy cows,ms_marco,Ranking Error,1
q_544468ef96132b9c,does earthpaste contain lead,ms_marco,Ranking Error,1
q_f6d17270e964c577,which gene mutation is constitutive mutation gene regulation lac operon,ms_marco,Semantic Miss,0
q_015e0ff96bae99bb,how long does it take to cook frozen ribs in the oven,ms_marco,Ranking Error,1
q_3fb0b6bd133c16c3,"The cecum is the first part of what structure, where wastes in a liquid state enter from the small intestine?",sciq,Semantic Miss,0
q_179c7b5ee5ea56ba,When was the Doctor Who series released on DVD?,squad,Ranking Error,1
q_cfb29f60d9528a77,does transcription require dna polymerase,ms_marco,Ranking Error,1
q_e3955eed8cd4a681,how many football players have cte,ms_marco,Ranking Error,1
q_d78607cd260b3a80,weekly cost of agisting horses,ms_marco,Ranking Error,1
q_cfdedffb5532794d,darian name meaning,ms_marco,Ranking Error,1
q_5047dc4eb46a7ce5,what is hazus,ms_marco,Ranking Error,1
q_85698c005e18f743,is carbon found in protein,ms_marco,Ranking Error,1
q_224b5348e7c0d5db,what is a muscle up,ms_marco,Ranking Error,1
q_4e7bbac94e177b96,when was the EEC created,ms_marco,Semantic Miss,0
q_907fb86a2ab2a25b,define manage,ms_marco,Ranking Error,1
q_ebc2fd18783eb63d,what is the maximum dose of slo niacin,ms_marco,Ranking Error,1
q_e9da3121316a83a6,gestation period of whitetail deer,ms_marco,Semantic Miss,0
q_e1d9b92dec4f7537,Where is the river Ganges and where is its source and length,ms_marco,Ranking Error,1
q_e6bbe649378104b6,what is a tamarind plant,ms_marco,Ranking Error,1
q_f0f8c37d09326d1b,what is the relationship between a gene a dna molecule and a protein,ms_marco,Ranking Error,1
q_78bbc2890483424f,how much do marine biologist make,ms_marco,Ranking Error,1
q_8bdd8f7b69c4ead4,What city is the capital of Victoria?,squad,Ranking Error,1
q_e193da54f0f9c5ba,FreedomPop Keep Phone Number,ms_marco,Ranking Error,1
q_1289ecba02144790,salary of a counselor in florida,ms_marco,Ranking Error,1
q_7852ffbe9406784b,prophylactic ovary removal what to expect,ms_marco,Ranking Error,1
q_9e3a89492b804eb1,what is the deadliest mountain in colorado,ms_marco,Ranking Error,1
q_59080378c7a14eea,what is qr code,ms_marco,Ranking Error,1
q_ce3cc1964f8ec1a1,difference between compressional and transverse waves,ms_marco,Ranking Error,1
q_e87cac8227e9bfa6,what is the butterfly a symbol of,ms_marco,Semantic Miss,0
q_583fb8cb489c22dc,"Deficiency of what is symptomized by nausea, fatigue and dizziness, and can be triggered by excessive sweating?",sciq,Semantic Miss,0
q_83050e4c2aafe243,Who contends that Luther did not intend to oppose the church?,squad,Ranking Error,1
q_bea7a986d2ded364,where can the arctic tundra be found,ms_marco,Ranking Error,1
q_b6cb88839a6b213f,connecticut name origin,ms_marco,Ranking Error,1
q_1f649c9462df4e4e,what is acetal plastic,ms_marco,Ranking Error,1
q_a494c8e0f2346cfb,where do depositions of fact witnesses take place,ms_marco,Ranking Error,1
q_53ab9200942e5b2f,what Town is golden bc close to,ms_marco,Ranking Error,1
q_862d7c792fdcc534,two step movie meaning,ms_marco,Ranking Error,1
q_1aba125efc3ed13f,why was corrymeela founded,ms_marco,Ranking Error,1
q_ec18811f412f9a99,how are human mitochondria inherited,ms_marco,Ranking Error,1
q_2f8299748aa1e326,how to summon golem terraria,ms_marco,Ranking Error,1
q_010cc2677079725e,how many members of congress are there,ms_marco,Ranking Error,1
q_18c1abf156f55ce5,average salary for teachers in hawaii,ms_marco,Ranking Error,1
q_5d5c449ad9ebb4a9,"Electrons in the ""outer shell"" are also known as what kind of electrons?",sciq,Ranking Error,1
q_6ab21d76cf8c89a6,Who was the 4th to rule the Yuan dynasty?,squad,Ranking Error,1
q_9e0295395843dc28,largest plant family on earth,ms_marco,Ranking Error,1
q_207e3edf17e6ff85,log stop,code_search_net,Ranking Error,1
q_43510965d1906fac,what is the scientific species of wolverine,ms_marco,Semantic Miss,0
q_72eef1fa839a2c27,what is downlite,ms_marco,Ranking Error,1
q_6e41d8d8b072d4ff,how did the missouri compromise split the nation,ms_marco,Semantic Miss,0
q_1359882b7c27a42b,what type of car does shu todoroki drive,ms_marco,Ranking Error,1
q_d75e4d1039bb954d,at what temperature does tap water boil,ms_marco,Semantic Miss,0
q_6f6a5cdafc278993,what was the first transistor made of,ms_marco,Semantic Miss,0
q_010794299ad24337,what biome does an acacia come from,ms_marco,Ranking Error,1
q_073ac9c77a1c5d90,how many saturated fats should you consume per day,ms_marco,Ranking Error,1
q_af49c70ac3bbd98e,when was the death penalty abolished,ms_marco,Ranking Error,1
q_1199c7df110b26ef,outsourcing when did it start,ms_marco,Ranking Error,1
q_1abcac5dd26551b5,what is a tree urn,ms_marco,Ranking Error,1
q_fdfc0366d60aea89,is glucose a monosaccharide,ms_marco,Semantic Miss,0
q_ebf6ed4bc950171c,what is the cost of an mri scan,ms_marco,Ranking Error,1
q_57fb1ddf94ec981b,how to prepare and cook a filet mignon,ms_marco,Ranking Error,1
q_7f96239f6b952f64,how long can you keep a turkey frozen,ms_marco,Ranking Error,1
q_4e70394574b07624,is diclofenac good for muscle pain,ms_marco,Semantic Miss,0
q_200b72ceedafd7a1,what type of birth control pill is alesse,ms_marco,Semantic Miss,0
q_c26c66733faa93ee,what is wind energy used for,ms_marco,Ranking Error,1
q_eb0b84853eab6dce,regulatory guidance definition,ms_marco,Semantic Miss,0
q_b5acce0894b42e93,what is a statutory audit,ms_marco,Ranking Error,1
q_c37a6e91f45341f4,what causes steel corrosion,ms_marco,Ranking Error,1
q_36e46f3e009d05fb,average salary of a nurse,ms_marco,Ranking Error,1
q_bb89228257ade630,what did the intolerable acts lead the colonists to do,ms_marco,Ranking Error,1
q_a5d52a3699021c38,what is a marketing authorisation,ms_marco,Semantic Miss,0
q_6b134a0ca359c3ee,cost of a cremation funeral,ms_marco,Ranking Error,1
q_decf0d04c8b0b775,What award was given to Tesla?,squad,Ranking Error,1
q_779e1e5d04b65081,how much postage for a letter to scotland,ms_marco,Ranking Error,1
q_0ad62645d87cd376,cost of wound care in the us,ms_marco,Ranking Error,1
q_e03e8d6ab5f0b54e,what is a tokoloshe,ms_marco,Ranking Error,1
q_bb96881038cded94,What else was publically questioned?,squad,Ranking Error,1
q_edab1c9d78337915,what kind of climate does ginger grow in,ms_marco,Ranking Error,1
q_8e4cfe47fbfe6df0,what is barbacoa in what region does this originate,ms_marco,Ranking Error,1
q_2b40d2936fd913f6,cost of hardwood floors per square foot installed,ms_marco,Ranking Error,1
q_52ac751351f69527,what to do as community service,ms_marco,Ranking Error,1
q_97ded06d30686ca9,meaning of the name robbie,ms_marco,Ranking Error,1
q_7d4f40a7ada0fe9b,what are the ingredients in becel margarine,ms_marco,Ranking Error,1
q_c591660642e33a2d,what is the normal dosage for digoxin,ms_marco,Ranking Error,1
q_d4a46034a6d57e06,what is pid,ms_marco,Ranking Error,1
q_9be35e86c3131500,In what year did the affiliate program end?,squad,Ranking Error,1
q_36f7d00a76ec34ed,levelized cost of energy,ms_marco,Ranking Error,1
q_ad433761c1c98774,how much does working at target pay,ms_marco,Ranking Error,1
q_f91d9fedb3c63fc9,what muscles are used during alternating ankle touches,ms_marco,Semantic Miss,0
q_5729cab20847715b,what is average wacc,ms_marco,Semantic Miss,0
q_01fe0375e2cf110c,what is the airheads mystery flavor what is it,ms_marco,Semantic Miss,0
q_ee2fef893ef7dbc0,what is the closest living area to disney world,ms_marco,Semantic Miss,0
q_fcd6526155873a22,when to plant garden per moon phases,ms_marco,Semantic Miss,0
q_789fbb5ab5b978f2,cost for fiberglass inground pool,ms_marco,Ranking Error,1
q_a9f2848dc8a262ad,which part of a nucleotide contains the genetic code,ms_marco,Semantic Miss,0
q_2356d2fee8533441,what is another name for infectious diseases,ms_marco,Ranking Error,1
q_e46a718c32db020e,how much does it cost for kitchen remodel,ms_marco,Ranking Error,1
q_c00857a7831b8a7e,what foods to eat for leg cramps,ms_marco,Ranking Error,1
q_580399d184409776,what is bioslim garcinia,ms_marco,Ranking Error,1
q_e1adb24db0a1fad7,does buckwheat tea have caffeine,ms_marco,Ranking Error,1
q_f59a2f325743e48b,what is polycythemia,ms_marco,Ranking Error,1
q_0b69e640ab28badb,what is a pbr,ms_marco,Semantic Miss,0
q_c4e5de1b3b670808,length of time for brain mri,ms_marco,Ranking Error,1
q_e2fc6290c2d8562f,why did the united states express concern after spain returned louisiana to france,ms_marco,Ranking Error,1
q_fd4ec03bb9d1c01c,how much protein in a steak,ms_marco,Ranking Error,1
q_e941569c2ed5de13,Init client,code_search_net,Ranking Error,1
q_9557d2539ab3bf84,what does ikat mean,ms_marco,Ranking Error,1
q_884747bbb805cbf6,what does a geneticist do,ms_marco,Semantic Miss,0
q_7a722e6a37eef341,is something wrong if my right side is hurting,ms_marco,Ranking Error,1
q_4351edbb1c48515f,what does purdah mean,ms_marco,Semantic Miss,0
q_1ca2a27a2494be43,what are chemical bonds in biology,ms_marco,Ranking Error,1
q_26b99dd657a30575,Construction involves the translation of what?,squad,Ranking Error,1
q_4db6e5d0dcaaadc4,what diseases do mosquito carry,ms_marco,Ranking Error,1
q_66ec08b053a9a877,The nervous system is made up of these?,sciq,Ranking Error,1
q_7103b92a139c6620,stress fracture in hip that causes pain in a different location,ms_marco,Semantic Miss,0
q_a0765f140ad88540,how much does a professional bowler make,ms_marco,Ranking Error,1
q_3e8b5a2573a17097,what is trepanning used for,ms_marco,Semantic Miss,0
q_21a9393b909393e4,what type of government does singapore have,ms_marco,Ranking Error,1
q_aa8de1328bad28d5,what is a broken clavicle,ms_marco,Ranking Error,1
q_685c5f4e99fcb72d,when did australia gain independence,ms_marco,Semantic Miss,0
q_4dc9a1463c259da3,douwe meaning name,ms_marco,Ranking Error,1
q_5e1936aa060eca9b,where does the name tory come from,ms_marco,Ranking Error,1
q_6bfaca677a4b1f83,what is livedrive,ms_marco,Semantic Miss,0
q_feb015724f25fcc3,what is sherry wine made of,ms_marco,Ranking Error,1
q_070ff63ca4ae9d0a,how much is it to get a bath and brush at petsmart,ms_marco,Ranking Error,1
q_05581dea702e2343,how long does it take to cook a turkey on gas grill,ms_marco,Semantic Miss,0
q_47b2fc1e32376095,is kefir protein,ms_marco,Semantic Miss,0
q_a34951c017e1c989,What attracts the tourists to Kenya?,squad,Ranking Error,1
q_6a03936837f556de,where is cuernavaca,ms_marco,Ranking Error,1
q_d99dbeb3494312e7,what does a positive paternity test mean,ms_marco,Ranking Error,1
q_cdd1ffede9c0d3f0,When did ABC first start?,squad,Ranking Error,1
q_ebf2df12e8bfb35f,how do the nhl playoff matchups work,ms_marco,Ranking Error,1
q_20a3e9f0530e6862,what is magnetism,ms_marco,Ranking Error,1
q_0728859be6a4fddd,should i take magnesium to gain muscles,ms_marco,Ranking Error,1
q_85ebf93d8588e7f6,what is cranberry sauce good for,ms_marco,Semantic Miss,0
q_7e6f1895f338102e,what is the origin of the last name fleming,ms_marco,Ranking Error,1
q_bd958f38a031597c,what is polychromasia,ms_marco,Semantic Miss,0
q_6c3f377fdd49e156,what is tocopherols in food,ms_marco,Ranking Error,1
q_9915b0d279d9f835,what spices do they use in india,ms_marco,Semantic Miss,0
q_7d93fb73092f0bcd,who was the australian constitution written for,ms_marco,Ranking Error,1
q_8c8b517f304516dd,what is atopic skin,ms_marco,Ranking Error,1
q_5c2455719084814d,where was the godfather filmed,ms_marco,Ranking Error,1
q_dbb5ab416abae1f2,can i book my origin digital meter now for december,ms_marco,Ranking Error,1
q_93dde81b5a6d9890,how to find calculated t value,ms_marco,Ranking Error,1
q_f452425765b75346,best vitamins for stomach health,ms_marco,Ranking Error,1
q_260b8cd79784b557,define noun phrase,ms_marco,Semantic Miss,0
q_cbea1de311e055a1,are eggs a good diet food,ms_marco,Semantic Miss,0
q_8465befb3918e91e,What was the name of Watt's partner?,squad,Ranking Error,1
q_52d6135de0025aaa,is mount baker active,ms_marco,Ranking Error,1
q_c77ba062f0cf9f11,what does maintenance management accomplish,ms_marco,Ranking Error,1
q_6395ec3ee79723a9,what is a dwarfs,ms_marco,Ranking Error,1
q_2c8da13c3d05864b,typical sales commission percentage,ms_marco,Semantic Miss,0
q_1120ced8619d7d64,What is the general shape of centrioles?,sciq,Ranking Error,1
q_5415610840f2abb5,what is gist cancer,ms_marco,Semantic Miss,0
q_ea13a52e230ab218,what is symbol of venus,ms_marco,Ranking Error,1
q_b8c63f3be0d5f38a,examples of vaccines are cell mediated immunity,ms_marco,Ranking Error,1
q_c5e633ddd65553d5,how to prepare to get an ultrasound,ms_marco,Ranking Error,1
q_e199aa1d8521705c,what does medium do,ms_marco,Semantic Miss,0
q_5048841a0ac0c7e7,what is roast beef made of,ms_marco,Ranking Error,1
q_cee8eda19e2c7e2f,carbs count for a pre diabetes,ms_marco,Ranking Error,1
q_481f4c801b548ac1,the major muscles of your arms biceps and triceps,ms_marco,Semantic Miss,0
q_90782aa844c087c7,how quickly does a tax refund come,ms_marco,Ranking Error,1
q_23ccd9cafe6a25f3,what is bigger system or organism,ms_marco,Ranking Error,1
q_9f907968a02b21e1,when do robin eggs hatch,ms_marco,Ranking Error,1
q_63e3151bc89c7319,is sunshine minting reputable,ms_marco,Ranking Error,1
q_c7ef018d1de43435,what kind of seeds are in bird seed,ms_marco,Ranking Error,1
q_f4351a862afc18c4,what are signs of osteoarthritis,ms_marco,Ranking Error,1
q_506240d10adbc8a5,what is trident,ms_marco,Ranking Error,1
q_951e53e12dd88fec,what is a monoprint in art,ms_marco,Semantic Miss,0
q_951f448077796edd,BOD biological oxygen definition,ms_marco,Semantic Miss,0
q_1ae37a6d7642639d,two basic tissues of which the skin is composed are,ms_marco,Ranking Error,1
q_b07d1577893b94bc,where in tasmania does a platypus live,ms_marco,Ranking Error,1
q_9ad69993a50d0452,who invented the first rocket that went into space,ms_marco,Ranking Error,1
q_e9e39e320c03979a,what is the hazchem code,ms_marco,Ranking Error,1
q_fb1d44bfd77047b6,when did france surrender to germany,ms_marco,Ranking Error,1
q_0f2d4038f39a118d,characteristics of pollutants classified as persistent organic pollutants,ms_marco,Ranking Error,1
q_b70cfba03b582ac9,how long does it take for a program to appear on 4od,ms_marco,Ranking Error,1
q_5c6b8c77ef5d6b7a,how does a seafloor volcano create an island,ms_marco,Semantic Miss,0
q_5518908208de2400,how fast do camellias grow,ms_marco,Ranking Error,1
q_c8d4a52e19049412,average temperature dhaka,ms_marco,Ranking Error,1
q_e3fa6453eefed393,what is considered criminal justice organizations,ms_marco,Ranking Error,1
q_a8f6fd608f87833f,what is thermostatic valve,ms_marco,Ranking Error,1
q_c2b206b4d96822d1,dosage of tylenol for geriatric,ms_marco,Ranking Error,1
q_714e27e0d8cdacb2,how long does it take become a pharmacist,ms_marco,Ranking Error,1
q_3604a3dff01393bd,how to catch fish in a survival situation,ms_marco,Ranking Error,1
q_b162c59a52dcf521,how far is santa marta colombia a bogota colombia,ms_marco,Ranking Error,1
q_df8972c00a685281,estimate cost to build new home,ms_marco,Ranking Error,1
q_6a787e9dc47d98ca,is there a certain university degree to become an occupational therapist,ms_marco,Ranking Error,1
q_fc1f269e6a995dd0,how much will new brakes cost for my car,ms_marco,Ranking Error,1
q_222ed82eb63b7801,do motorcycles come with automatic transmission,ms_marco,Semantic Miss,0
q_43fa3d52918de4c3,ba definition degree,ms_marco,Ranking Error,1
q_453fa36f0f151790,what element is in solder,ms_marco,Semantic Miss,0
q_cb990e4db607f7ce,what are proteins formed by?,ms_marco,Ranking Error,1
q_12da1a93f1ab3e31,"how much do I pay someone to install my ceramic, backsplash",ms_marco,Ranking Error,1
q_4f445cf510014c5f,where are your deltoids muscles located,ms_marco,Ranking Error,1
q_ef2b06e47a24a7c4,why does shoreline erosion occur,ms_marco,Ranking Error,1
q_2f05b1fd5094a78d,what is a sound barrier,ms_marco,Ranking Error,1
q_6e33546efee6c756,a antonym for politely,ms_marco,Ranking Error,1
q_9e3952313ea07475,different types of usb ports,ms_marco,Ranking Error,1
q_582288106a6c503c,what biome has plants spaced far apart,ms_marco,Ranking Error,1
q_2dfa1e2bbba72ff9,surgery tech salary,ms_marco,Ranking Error,1
q_a2ba4305d7f290b4,why is it called a moon cactus,ms_marco,Ranking Error,1
q_77415958c1e97810,how many ounces of water should i drink a day to lose weight,ms_marco,Ranking Error,1
q_30ae0ba44d83cd73,what does aerobic exercise mean,ms_marco,Ranking Error,1
q_782bbb97dcc926e6,what is bacon preservative,ms_marco,Ranking Error,1
q_0a047d9b583ee56b,how to do basketball skills for beginners,ms_marco,Semantic Miss,0
q_8096ac600ace7a3e,what is a chromosome made of,ms_marco,Ranking Error,1
q_fdbcdec255678906,what is white ischemic matter in brain,ms_marco,Ranking Error,1
q_67ae58f178dd5c1d,"r""\=",code_search_net,Ranking Error,1
q_745df200255ce58b,what is a bmx bike,ms_marco,Ranking Error,1
q_2038118d0ad77745,what is a rheostat,ms_marco,Ranking Error,1
q_eb654983f991473c,what is an fbc blood test,ms_marco,Ranking Error,1
q_435a297f1671a584,where is the sea of galilee,ms_marco,Ranking Error,1
q_23534334768be8a9,how long does it take to make a million dollars in the stocks market,ms_marco,Ranking Error,1
q_7e4b9f7b30cf77ce,what type of food does pancreatic juice help to digest,ms_marco,Ranking Error,1
q_84a6e193a083a96a,srija name meaning,ms_marco,Ranking Error,1
q_6efc62f26ab2f48c,how long can chopped liver be refrigerated,ms_marco,Ranking Error,1
q_24e1a125b9f3365d,what are the differences between balinese and javanese gamelan,ms_marco,Ranking Error,1
q_21de59b687e4bb18,what is a long ton,ms_marco,Ranking Error,1
q_1e73584b5d68379e,what is field clinical engineer,ms_marco,Ranking Error,1
q_9d34201f09fb42e4,what currency is used in vietnam?,ms_marco,Semantic Miss,0
q_0e593d6ea3528ef3,what are animals that hunt eagles,ms_marco,Ranking Error,1
q_a66368e1c36ff2bd,average starting teaching salary in minnesota,ms_marco,Ranking Error,1
q_a809b5edd45a5436,why sedimentary rocks are porous,ms_marco,Ranking Error,1
q_df0e9d88c5c945c6,costs of utilities per month,ms_marco,Semantic Miss,0
q_d87f6fa1eaca4a7e,what is a hyperbolic curve,ms_marco,Ranking Error,1
q_d7ce28fd589566c8,what are purebred organisms,ms_marco,Semantic Miss,0
q_d2264d44eeeece94,what hotel is on goat island ri,ms_marco,Ranking Error,1
q_7e17bc466f2b3ca1,deplete synonym,ms_marco,Ranking Error,1
q_c8b8763b687803ff,how much is an entry level salary as a nurse with an associate degree,ms_marco,Ranking Error,1
q_6af3bae5e8759a90,marijuana vote in maine will growing be legal,ms_marco,Semantic Miss,0
q_57f58f7f6255508e,why do fossil fuels cause pollution,ms_marco,Semantic Miss,0
q_bc90372084e74088,what is the panama canal history,ms_marco,Ranking Error,1
q_a4b2b9ec18296659,technology invented during the harlem renaissance,ms_marco,Ranking Error,1
q_db673069228973f6,is tuna good for heart patients,ms_marco,Semantic Miss,0
q_e7773ebacce171b1,is a subpoena a court order,ms_marco,Ranking Error,1
q_d92de9eb3290ee4f,Pain felt in the iris is known as,ms_marco,Ranking Error,1
q_8d90eb626ac6501d,what is necrotizing fasciitis,ms_marco,Ranking Error,1
q_2f61376f41648f7b,what part of the brain is linked with cognitive function,ms_marco,Ranking Error,1
q_25832db56899e6fe,is there a part of the brain called superior,ms_marco,Ranking Error,1
q_6cdfe28fcbeb1e5a,what temp should coffee be,ms_marco,Ranking Error,1
q_8fd736d84861850b,why should kids get paid for coming to school,ms_marco,Ranking Error,1
q_ae76d5235f2511f3,what does acronyms mean,ms_marco,Ranking Error,1
q_4593177494140023,why does my iphone keep going black,ms_marco,Ranking Error,1
q_9ed6415aac4e0e14,qualifications to become a diagnostic medical sonographer,ms_marco,Ranking Error,1
q_b7e22d2d1bea4095,is chuck e cheese still popular,ms_marco,Ranking Error,1
q_590bd3311e9be385,definition of cystic fibrosis,ms_marco,Ranking Error,1
q_745153fc87c15260,how to get full music albums for free,ms_marco,Ranking Error,1
q_7bc7afb20752b4f6,what is electrotherapy used for,ms_marco,Ranking Error,1
q_0c1563ec0fccaec2,what does occipital defect mean,ms_marco,Ranking Error,1
q_72623b11d07149f2,what are uses of mercury,ms_marco,Ranking Error,1
q_d6745ebf660fbbb5,heaviest birth weight,ms_marco,Ranking Error,1
q_2d50830b2a80a926,who originally sang all along the watchtower,ms_marco,Ranking Error,1
q_66a5202b87320dab,radical behaviorism simple definition,ms_marco,Ranking Error,1
q_516d97e7de43aeb5,what is colombia geography,ms_marco,Ranking Error,1
q_1f78f21845a4ab57,what does the epidermis do in a flower plant,ms_marco,Ranking Error,1
q_923676887ec35186,what is gastropathy,ms_marco,Ranking Error,1
q_21162198432ada2e,what is cremora,ms_marco,Ranking Error,1
q_38a17fac80d0ebf0,what is psychosomatic,ms_marco,Ranking Error,1
q_b8c1b8dbf9a9553e,is pope francis saying priests should marry?,ms_marco,Ranking Error,1
q_a87a0ca0937785ef,what is the name of the star called la superba,ms_marco,Ranking Error,1
q_798fc17a17c567e4,how to calculate cost of direct labor per hour,ms_marco,Ranking Error,1
q_484934e2f40875d0,what causes tias,ms_marco,Semantic Miss,0
q_192a311ed0e7c346,un applying ipsas: the cost and benefits,ms_marco,Ranking Error,1
q_1e5dbe9003a8b87a,trip to hawaii average cost,ms_marco,Ranking Error,1
q_4f53cec2786e59b9,What type of bacteria stains red?,sciq,Ranking Error,1
q_1532e22c8aafca8b,what kind of vaccine is tetanus,ms_marco,Ranking Error,1
