query,oracle_alpha,best_ndcg,ndcg_at_alpha1,curve_range,n_argmax_ties
what is cider vinegar,0.0,0.0,0.0,0.0,21
length of time for earth to orbit the sun,0.8,0.3010299956639812,0.3010299956639812,0.3010299956639812,4
causes of asthma,0.15,1.0,0.6309297535714575,0.5,13
what is founder's syndrome,0.85,1.0,1.0,0.6666666666666667,4
what characteristic describes a metal,0.7,0.2890648263178879,0.0,0.2890648263178879,3
what are jinns attracted to,0.95,1.0,0.6309297535714575,0.36907024642854247,1
what is amazon workmail,0.0,1.0,0.5,0.5,19
how long does a masters degree take,0.75,0.3562071871080222,0.3333333333333333,0.3562071871080222,4
how long does a masters degree take,0.8,1.0,1.0,0.36907024642854247,5
what chamber of the heart does blood go back to,0.3,0.38685280723454163,0.38685280723454163,0.09778798091665375,4
definition of et seq,0.4,1.0,0.6309297535714575,0.36907024642854247,1
what are the types of symbiosis,0.85,0.43067655807339306,0.43067655807339306,0.11521168128766429,4
how fast is formula 1 car,0.05,1.0,1.0,0.5,20
what does encephalomyelopathy mean,0.65,0.38685280723454163,0.38685280723454163,0.38685280723454163,8
what is first degree sexual assault ne,0.4,1.0,0.6309297535714575,0.36907024642854247,8
metoprolol succinate dose range,0.0,1.0,1.0,0.0,21
definition of saccule,0.25,1.0,1.0,0.36907024642854247,16
can i iphone stay off while charging,0.0,0.6309297535714575,0.3010299956639812,0.32989975790747633,1
how to warm up brisket in oven,0.8,0.38685280723454163,0.3562071871080222,0.38685280723454163,3
population of russian federation,0.35,0.5,0.5,0.11314719276545837,10
what diabetic drugs are available beside tulicity,0.95,0.3562071871080222,0.3562071871080222,0.3562071871080222,2
uber wait time charge,0.0,1.0,1.0,0.0,21
average price of natural gas per them in washington dc,0.4,1.0,1.0,0.5,13
what is a principle,0.9,1.0,1.0,1.0,3
on blood lab work what is rdw,0.95,1.0,0.6309297535714575,0.6131471927654584,1
how much weight can i lose in attack phase of dukan diet,0.0,1.0,0.43067655807339306,0.5693234419266069,15
meaning of the name kayla,0.0,0.43067655807339306,0.38685280723454163,0.04382375083885143,20
what effects does cocaine have,0.05,0.38685280723454163,0.38685280723454163,0.053519473901208314,18
dietary potassium requirements,0.25,0.5,0.2890648263178879,0.21093517368211212,11
meaning of Getting a decent salary,0.8,0.5,0.5,0.5,5
cupie mascot,0.3,1.0,1.0,0.6845351232142712,15
population of kansas city metro area,0.8,1.0,1.0,0.36907024642854247,5
is struts a framework,0.0,0.43067655807339306,0.38685280723454163,0.04382375083885143,2
what does hydrocodone show up in ua,0.5,0.38685280723454163,0.0,0.38685280723454163,1
what does eunuch mean,0.0,1.0,0.6309297535714575,0.36907024642854247,19
meaning of antenatal care,0.45,0.5,0.5,0.18453512321427123,12
how to make grape drink,0.6,0.3010299956639812,0.0,0.3010299956639812,5
definition of managerial roles,0.0,0.5,0.3562071871080222,0.14379281289197782,3
types of fish oil supplements,1.0,0.3562071871080222,0.3562071871080222,0.3562071871080222,1
what fangs do centipedes use to defend themselves,0.0,0.43067655807339306,0.3562071871080222,0.07446937096537087,19
distance from ronald reagan airport to cuban embassy,0.0,0.6309297535714575,0.43067655807339306,0.20025319549806447,17
mootness legal definition,0.0,1.0,0.6309297535714575,0.36907024642854247,15
what is an account,0.9,1.0,1.0,1.0,3
what is cilostazol prescribed for,0.7,1.0,1.0,0.6845351232142712,7
what is injections,0.6,0.3010299956639812,0.0,0.3010299956639812,3
what is a mass quizlet,0.8,0.2890648263178879,0.2890648263178879,0.2890648263178879,5
"the modern fort lee, nj",0.35,0.5,0.5,0.16666666666666669,14
minimum width for shower door,0.0,1.0,1.0,0.0,21
what fluids are lost through vomiting,0.0,0.6309297535714575,0.0,0.6309297535714575,4
how old is rydel lynch,0.35,1.0,1.0,0.36907024642854247,14
what is a popover,0.45,1.0,1.0,0.6131471927654584,12
what are two major distinguishing characteristics of mammals?,0.0,1.0,0.6309297535714575,0.36907024642854247,20
someone who is morose is,0.0,1.0,0.38685280723454163,0.6131471927654584,4
can you redeem wyndham reward points for cash,0.5,0.6309297535714575,0.6309297535714575,0.13092975357145753,11
phi phenomenon definition psychology,0.3,0.6309297535714575,0.43067655807339306,0.20025319549806447,9
what is an averment,0.8,1.0,1.0,0.36907024642854247,5
how much does a neonatal nurse make an hour,0.8,1.0,1.0,0.5693234419266069,5
blue cross blue shield of south carolina phone number,1.0,0.6309297535714575,0.6309297535714575,0.6309297535714575,1
what county is northfield city board of education located in,0.0,0.6309297535714575,0.6309297535714575,0.0,21
what does malec mean,0.0,1.0,0.6309297535714575,0.36907024642854247,19
how much sugar per day for adults,0.3,1.0,0.6309297535714575,0.5,13
what channel did gossip girl play on,0.35,1.0,0.6309297535714575,0.6131471927654584,12
welding companies in ohio,0.55,0.5,0.43067655807339306,0.06932344192660694,5
modification of mortgage note,0.0,0.5,0.5,0.0,21
pancreatitis causes,0.15,0.6309297535714575,0.0,0.6309297535714575,3
state plan definition,0.4,1.0,1.0,1.0,13
what does liposuction cost,0.0,0.3562071871080222,0.0,0.3562071871080222,3
what does liposuction cost,0.3,1.0,1.0,0.5,15
price for screen the pool area,0.1,0.6309297535714575,0.5,0.13092975357145753,13
urgent care center of westmont,0.4,1.0,1.0,0.5,13
what famous singers died in plane crashes,0.5,1.0,0.6309297535714575,0.6437928128919779,6
how are steps determined in the gsa scale,0.6,0.6309297535714575,0.6309297535714575,0.6309297535714575,9
is tichina arnold still on daytime divas,0.15,0.6309297535714575,0.5,0.13092975357145753,9
how long rasp,0.25,0.6309297535714575,0.5,0.13092975357145753,14
what channel does dr phil come on,0.1,1.0,1.0,0.36907024642854247,19
what causes people to wake up in the night,0.0,1.0,0.3333333333333333,0.6666666666666667,5
what causes people to wake up in the night,0.25,1.0,1.0,0.5693234419266069,16
common side effects of seizures,0.0,1.0,1.0,0.0,21
does medicare include coverage for renal disease,0.6,0.31546487678572877,0.0,0.31546487678572877,1
about how many different combinations of chromosomes can be produced through the random fertilization of human gametes?,0.0,0.0,0.0,0.0,21
what is a nuclear treadmill test,0.0,0.0,0.0,0.0,21
what is  a terumo band,0.0,0.0,0.0,0.0,21
what channel does grown ish come on,0.0,0.6309297535714575,0.43067655807339306,0.20025319549806447,10
jviation salaries,0.0,0.6309297535714575,0.6309297535714575,0.0,21
is rohypnol a depressant,0.8,0.5,0.5,0.14379281289197782,5
how to trap bar deadlift with proper form,0.8,0.31546487678572877,0.31546487678572877,0.014434881121747567,5
what does transmembrane mean,0.4,0.3010299956639812,0.0,0.3010299956639812,1
what channel does nba come on,0.45,0.3333333333333333,0.3333333333333333,0.3333333333333333,12
tom araya net worth,0.1,0.43067655807339306,0.31546487678572877,0.11521168128766429,3
"pseudoscience is often characterized by? controlled experiments, acceptance is scientific journals, specific quantities, exaggerated claims",0.0,1.0,0.6309297535714575,0.36907024642854247,17
median home prices in northampton,0.0,1.0,0.5,0.5,1
what book is the dark tower movie based on,0.0,1.0,1.0,0.0,21
temperature for oven baked potatoes,0.7,0.38685280723454163,0.3562071871080222,0.09778798091665375,6
what causes flashes of light in eye,0.75,0.3562071871080222,0.3562071871080222,0.3562071871080222,6
what is dr demento,0.8,1.0,1.0,0.6989700043360187,5
what channel is benny hill on?,0.5,0.6309297535714575,0.6309297535714575,0.20025319549806447,11
how to dial a pager number,0.8,0.6309297535714575,0.6309297535714575,0.2440769463369159,5
what is a measurement,0.75,0.31546487678572877,0.3010299956639812,0.31546487678572877,3
pays homage definition,0.05,0.3333333333333333,0.3010299956639812,0.03230333766935212,11
what does surburban zoning mean,0.35,1.0,0.6309297535714575,1.0,11
what are primary data sources,0.85,0.5,0.38685280723454163,0.18453512321427123,1
how many calories in frozen pizza,0.0,1.0,0.5,0.5,1
life-cycle definition,0.4,1.0,1.0,1.0,13
what is forest certification,0.0,1.0,1.0,0.0,21
what channel is black mirror on,0.0,1.0,0.6309297535714575,0.36907024642854247,20
largest wine companies in the world,0.0,1.0,1.0,0.0,21
is latvia a multi ethnic state,0.0,1.0,0.43067655807339306,0.5693234419266069,13
what is cooperative form of business,0.7,0.5,0.5,0.5,7
can you use a wii remote on wii u,0.0,1.0,1.0,0.0,21
Is Polyvore a Store,0.0,0.38685280723454163,0.38685280723454163,0.053519473901208314,11
what does dress code formal casual mean,0.95,0.3333333333333333,0.3333333333333333,0.3333333333333333,2
how did Tecumseh's brother the prophet die,0.0,1.0,0.6309297535714575,0.36907024642854247,4
how much does an archaeologist earn,0.2,0.5,0.43067655807339306,0.06932344192660694,14
what does having blasts mean,0.8,1.0,1.0,1.0,5
can you speak the language called bangla,0.65,0.6309297535714575,0.6309297535714575,0.34186492725356965,8
show me #57 crushed stone for driveways,0.0,0.3333333333333333,0.31546487678572877,0.03230333766935212,4
is a pg movie ok for a 4 year old,0.15,1.0,1.0,0.5,18
"the ______ controls essential functions such as heartbeat, breathing, and blood circulation",0.0,0.0,0.0,0.0,21
"what county is pleasant, ne in",0.65,1.0,1.0,1.0,8
name origin of kaija,0.5,1.0,1.0,0.36907024642854247,11
what causes cramping in the neck,1.0,0.5,0.5,0.5,1
types of jobs related to science,0.0,0.0,0.0,0.0,21
types of jobs related to science,0.0,0.0,0.0,0.0,21
types of jobs related to science,0.0,0.0,0.0,0.0,21
meaning of anvil,1.0,0.38685280723454163,0.38685280723454163,0.053519473901208314,1
what channel is britannia on,0.5,1.0,1.0,0.5,11
what does it mean to be a tolerant person,0.85,0.3562071871080222,0.3562071871080222,0.3562071871080222,4
labour cost of tiling a kitchen floor,0.0,1.0,1.0,0.0,21
water temperature and time exposure for burns to occur,0.0,1.0,0.5,0.5,16
how many years does an architect need,1.0,1.0,1.0,1.0,1
what is apple touch bar,0.0,0.3333333333333333,0.3333333333333333,0.0,21
what is apple touch bar,0.35,0.43067655807339306,0.43067655807339306,0.07446937096537087,14
what channel is discovery on direct tv,1.0,0.5,0.5,0.5,1
conceptual definition of construct in research,0.75,1.0,1.0,1.0,6
is hungary a scandinavian country,0.65,0.3010299956639812,0.3010299956639812,0.3010299956639812,7
what are social apps,0.45,1.0,1.0,0.5,12
how much does it cost for varicose vein removal,0.6,1.0,1.0,0.5,9
what channel is discovery on directv,0.35,1.0,1.0,0.36907024642854247,14
how to tie your fishing boat to the dock,0.3,0.5,0.5,0.11314719276545837,15
is lte a wireless,0.2,1.0,1.0,0.36907024642854247,17
can you prune dracaena,0.0,0.3333333333333333,0.3333333333333333,0.0,21
what are health promotion approaches?,0.35,1.0,0.5,0.5693234419266069,10
cost of full time in home nursing care,0.0,1.0,0.38685280723454163,0.6131471927654584,16
cost of full time in home nursing care,0.0,0.0,0.0,0.0,21
how long does it take to groe hair,0.0,0.0,0.0,0.0,21
causes of bp sudden spike,0.0,1.0,1.0,0.0,21
causes of bp sudden spike,0.0,0.6309297535714575,0.3333333333333333,0.2975964202381242,3
causes of bp sudden spike,0.0,0.5,0.0,0.5,2
causes of bp sudden spike,0.6,0.43067655807339306,0.43067655807339306,0.43067655807339306,9
vector definition physics,0.0,1.0,1.0,0.0,21
war dogs wikipedia,0.0,1.0,0.6309297535714575,0.36907024642854247,17
taste aversion definition,0.0,1.0,1.0,0.0,21
super bowl 2016 date and location,0.0,0.3333333333333333,0.0,0.3333333333333333,1
what is a remicade infusion,0.45,1.0,1.0,0.5,12
beauceron cost,0.65,0.6309297535714575,0.6309297535714575,0.31546487678572877,8
what famous author lived in the keys fl,0.0,1.0,0.6309297535714575,0.36907024642854247,20
largest states pop,0.6,0.5,0.5,0.5,9
what channel is jenny mccarthy on sirius,0.75,1.0,1.0,0.6845351232142712,6
desuetude definition,0.0,1.0,0.6309297535714575,0.36907024642854247,10
sympathy words for death of mother,0.0,0.6309297535714575,0.5,0.13092975357145753,16
the meaning of availability,1.0,0.6309297535714575,0.6309297535714575,0.6309297535714575,1
is london a cuntry,0.45,0.6309297535714575,0.5,0.6309297535714575,6
what is a trans woman,0.85,0.6309297535714575,0.6309297535714575,0.2440769463369159,4
volatile compounds definition,0.0,0.5,0.43067655807339306,0.06932344192660694,20
what is domestic bca corporation,0.85,0.6309297535714575,0.6309297535714575,0.31546487678572877,4
what is a roundel in architecture,0.0,0.6309297535714575,0.43067655807339306,0.20025319549806447,11
what channel is midnight texas on,0.8,1.0,1.0,0.36907024642854247,5
is 23 mph very fast wind,0.8,1.0,0.6309297535714575,1.0,3
what does a headache above your eyes mean,0.0,1.0,0.6309297535714575,0.36907024642854247,18
salary of member of parliament,0.0,0.6309297535714575,0.3333333333333333,0.2975964202381242,4
what age should you start using teeth whitening products,1.0,1.0,1.0,0.36907024642854247,1
fdr's pearl harbor speech,0.0,0.5,0.5,0.0,21
what is a development project model,0.0,1.0,1.0,0.0,21
what does confit in cooking mean,0.0,1.0,0.6309297535714575,0.36907024642854247,19
what is a clavicula,0.35,1.0,1.0,0.36907024642854247,14
icd codes major depressive disorder,0.0,0.6309297535714575,0.5,0.13092975357145753,11
how much does a garage cost to build,0.0,0.0,0.0,0.0,21
what channel is project runway on?,0.45,1.0,1.0,0.5693234419266069,12
what is a wps,0.5,1.0,1.0,1.0,11
screening cholesterol how often,0.0,1.0,0.38685280723454163,0.6131471927654584,7
autosomal recessive pattern definition biology,0.65,1.0,1.0,0.6437928128919779,8
how old is monica seles,0.95,0.38685280723454163,0.38685280723454163,0.08582281157056043,2
what is a bice,0.0,1.0,1.0,0.0,21
does stringer throat depth include tread,0.0,1.0,1.0,0.0,21
meaning of name orla,0.0,1.0,0.43067655807339306,0.5693234419266069,13
emollient meaning,0.8,1.0,1.0,0.5693234419266069,5
how fast does a windmill turn,0.7,0.6309297535714575,0.43067655807339306,0.6309297535714575,5
what is a scottish lassie,0.35,1.0,1.0,0.36907024642854247,14
was the clayton antitrust act successful,0.0,1.0,0.43067655807339306,0.5693234419266069,16
totem pole animal meanings,0.0,1.0,0.31546487678572877,0.6845351232142712,12
average salary of olymmpic gold medalist,0.0,1.0,0.43067655807339306,0.5693234419266069,19
average salary of olymmpic gold medalist,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,7
how fast are icbm missiles,0.95,0.6309297535714575,0.6309297535714575,0.6309297535714575,2
what is epic games launcher,0.45,1.0,1.0,0.6845351232142712,12
what is a fertilized egg called when it begins to divide,0.25,0.3010299956639812,0.0,0.3010299956639812,1
international ballroom dancing championships,0.0,1.0,0.43067655807339306,0.5693234419266069,13
what is a foot specialist,0.95,0.38685280723454163,0.38685280723454163,0.38685280723454163,2
what causes brain shrinkage,1.0,0.6309297535714575,0.6309297535714575,0.2440769463369159,1
penn power phone number,0.7,1.0,0.6309297535714575,0.36907024642854247,2
penn power phone number,0.65,0.38685280723454163,0.38685280723454163,0.38685280723454163,8
what gland influences taste buds,0.0,1.0,0.3562071871080222,0.6437928128919779,14
what is ground radish,0.5,0.6309297535714575,0.6309297535714575,0.2440769463369159,11
what is a minimizer bra,0.5,0.6309297535714575,0.6309297535714575,0.13092975357145753,11
how to determine the interquartile range of a box plot,0.95,0.6309297535714575,0.6309297535714575,0.2440769463369159,2
what is a vagabond,0.95,0.3562071871080222,0.3562071871080222,0.0671423607901343,2
maui hawaii population,0.15,0.6309297535714575,0.6309297535714575,0.20025319549806447,18
meaning of arach in arachnophobia,0.4,1.0,0.43067655807339306,0.5693234419266069,3
what channel is the sounders game on tonight?,0.0,1.0,1.0,0.0,21
is vanadate a vanadium compound,0.75,1.0,1.0,0.5,6
is playstation vue month by month,0.0,1.0,0.5,0.5,10
how many carbs are is in a barbecue sandwich,0.0,0.43067655807339306,0.31546487678572877,0.11521168128766429,9
landforms you would find along river brahmaputra,0.0,1.0,0.6309297535714575,0.36907024642854247,14
"what county is bloomington, illinois in",0.0,1.0,1.0,0.0,21
how much does airline stewardess make,0.8,0.43067655807339306,0.43067655807339306,0.43067655807339306,5
what county is twisp wa in,0.1,1.0,1.0,0.36907024642854247,19
what disease does trypanosoma cause,0.1,1.0,1.0,0.36907024642854247,19
how does digoxin work,0.1,1.0,1.0,0.36907024642854247,19
how to properly spray paint a mason jar,0.4,1.0,1.0,0.5,13
is dog a noun,0.6,1.0,1.0,0.5693234419266069,9
what channel is walker texas ranger on,0.0,1.0,0.6309297535714575,0.36907024642854247,19
what cancers make you itch,0.2,1.0,1.0,0.5,17
do you deduct life premiums before or after tax,0.0,1.0,1.0,0.0,21
definition of click distance military,0.0,1.0,1.0,0.0,21
pannis removal cost,0.85,0.6309297535714575,0.6309297535714575,0.6309297535714575,4
what does a chinese buyer of a condo need to do in hawaii,0.0,0.6309297535714575,0.38685280723454163,0.2440769463369159,14
what channel is women's us open golf on?,0.0,1.0,0.6309297535714575,0.36907024642854247,18
what channel is wfxr,0.1,1.0,1.0,0.36907024642854247,19
what does the cardiovascular system remove from cells,0.0,1.0,1.0,0.0,21
how long to cook pork shoulder at 350,0.9,1.0,1.0,0.6845351232142712,3
define gene imprinting,0.7,0.6309297535714575,0.6309297535714575,0.2975964202381242,7
what can defining do as a rhetorical device,0.75,1.0,1.0,0.6989700043360187,6
what channel on direct tv is grey's anatomy,0.9,0.38685280723454163,0.38685280723454163,0.38685280723454163,3
market price is determined by what,0.05,1.0,0.3562071871080222,0.6437928128919779,16
what is a magnetism,0.7,1.0,1.0,0.6989700043360187,7
singer oonagh,0.15,0.6309297535714575,0.6309297535714575,0.13092975357145753,18
how calculate input vat for namibia,0.0,1.0,0.5,0.5,13
what are treaties in law,0.0,1.0,0.5,0.5,18
father of tamil actor karthik,0.85,0.6309297535714575,0.6309297535714575,0.2975964202381242,4
what happen withthe pleural area in our lung has water,0.35,1.0,1.0,0.6437928128919779,14
what channels can be added to amazon prime,0.0,0.6309297535714575,0.3333333333333333,0.2975964202381242,5
show list of alkaline foods,0.5,1.0,1.0,1.0,11
thyroid disease treatment,0.3,0.6309297535714575,0.43067655807339306,0.20025319549806447,9
reading readiness definition,0.2,1.0,1.0,0.5,17
what is amerigroup insurance,0.25,1.0,0.6309297535714575,0.5693234419266069,11
what is buying behavior,0.7,1.0,1.0,1.0,7
what chapter is it when atticus defends tom,0.25,0.5,0.5,0.06932344192660694,16
mass in colon symptoms,0.6,1.0,1.0,0.6989700043360187,9
what is broncho hepatic fistula,0.6,1.0,1.0,0.6666666666666667,9
what is ats maintenance,0.7,1.0,1.0,0.5,7
what do mollies eat,0.0,1.0,1.0,0.0,21
what is a mixed government,0.2,1.0,1.0,0.36907024642854247,17
impregnable meaning,0.6,1.0,0.6309297535714575,0.6131471927654584,5
how to use seagate to restore files,0.0,0.3333333333333333,0.0,0.3333333333333333,7
definition of point of tangency geometry,0.0,0.6309297535714575,0.5,0.13092975357145753,17
is cefoxitin a cephalosporin,0.55,0.6309297535714575,0.6309297535714575,0.27472256646343535,6
how far is pineville from alexandria,0.0,1.0,1.0,0.0,21
what are function keys in sql,0.15,0.31546487678572877,0.0,0.31546487678572877,3
how to unlock locked mouse pad,0.05,0.5,0.38685280723454163,0.14379281289197782,15
what is a cow rae,0.0,1.0,1.0,0.0,21
can you contribute to a traditional ira if you are self employed,0.5,0.5,0.38685280723454163,0.11314719276545837,6
is squid fish or animal?,0.0,1.0,1.0,0.0,21
what does cdi stand for medical term,0.25,0.38685280723454163,0.2890648263178879,0.38685280723454163,12
what is data transmission,0.0,1.0,1.0,0.0,21
what does dermatological skin mean?,0.9,0.43067655807339306,0.43067655807339306,0.43067655807339306,3
"what county is white house, tn in",0.5,1.0,0.6309297535714575,0.5,6
what causes pain in the groin area in women,0.95,0.43067655807339306,0.43067655807339306,0.11521168128766429,2
what causes pain in the groin area in women,0.0,0.2890648263178879,0.0,0.2890648263178879,12
principal engineer salary range,0.0,1.0,1.0,0.0,21
principal engineer salary range,0.65,0.6309297535714575,0.5,0.13092975357145753,5
what herbs will lower your heart rate,0.0,0.0,0.0,0.0,21
can you use a socket extension on a torque wrench,0.55,1.0,1.0,0.5693234419266069,10
how literacy supports understanding in content areas,0.95,0.6309297535714575,0.6309297535714575,0.27472256646343535,2
do worms have lungs,0.0,1.0,0.6309297535714575,0.36907024642854247,13
what are some nursing organizations,0.0,0.0,0.0,0.0,21
what are some nursing organizations,0.0,1.0,0.5,0.5,7
what are some nursing organizations,0.35,1.0,1.0,0.6845351232142712,14
what does vitamin B complex do,0.05,0.6309297535714575,0.6309297535714575,0.13092975357145753,20
upper epidermis plant definition,0.95,0.31546487678572877,0.31546487678572877,0.31546487678572877,2
meaning of armaments,0.55,0.6309297535714575,0.6309297535714575,0.13092975357145753,10
what charges did martha stewart get for her imclone scandal,0.0,1.0,0.43067655807339306,0.5693234419266069,11
what is aso fee,0.3,0.6309297535714575,0.6309297535714575,0.20025319549806447,15
what are gentiles,0.05,0.38685280723454163,0.38685280723454163,0.030645620126519446,12
what does green snot indicate,0.2,1.0,1.0,0.36907024642854247,17
location of 516 area code,0.0,0.5,0.31546487678572877,0.18453512321427123,5
is wells fargo insured by fdic/ncua,0.0,1.0,1.0,0.0,21
is skiing in washington good,0.15,1.0,1.0,0.36907024642854247,18
what charges does hydrogen atoms have,0.45,0.43067655807339306,0.43067655807339306,0.43067655807339306,12
is trichomoniasis a std,0.65,1.0,1.0,0.5693234419266069,8
what is a full size classical guitar,0.6,0.43067655807339306,0.38685280723454163,0.09734322474005974,4
what is a full size classical guitar,0.0,0.43067655807339306,0.3333333333333333,0.09734322474005974,1
is hisense led?,1.0,0.5,0.5,0.21093517368211212,1
types of nouns quiz,0.0,0.6309297535714575,0.6309297535714575,0.0,21
what is an actuator on a vehicle,0.35,1.0,0.43067655807339306,0.5693234419266069,6
used drug escitalopram oxalate,0.8,0.6309297535714575,0.6309297535714575,0.2975964202381242,5
cost of the waterdale bridge,1.0,1.0,1.0,1.0,1
does hcg cause amenorrhea,0.0,1.0,1.0,0.0,21
what charges is joaquin guzman facing?,0.6,0.38685280723454163,0.38685280723454163,0.38685280723454163,9
what is a retroperitoneal mass definition,0.0,1.0,1.0,0.0,21
what happens to credit cards after bankruptcy,0.0,1.0,1.0,0.0,21
lack of thirst causes,0.45,0.5,0.38685280723454163,0.14379281289197782,9
what is illness psp,0.3,0.6309297535714575,0.5,0.13092975357145753,8
how to travel from beijing to dunhuang,0.5,1.0,0.3333333333333333,0.6666666666666667,4
"if batman's real name is bruce wayne, what is robins",0.75,0.5,0.43067655807339306,0.21093517368211212,2
what does cac card stand for in army,0.55,1.0,1.0,0.6437928128919779,10
what is a food source for red meat,0.5,0.38685280723454163,0.38685280723454163,0.38685280723454163,10
what causes liver failure,0.2,1.0,1.0,0.6131471927654584,17
what is a disease that affects the digestive system,0.0,1.0,0.6309297535714575,0.36907024642854247,20
are wolf spiders tarantulas,0.7,0.6309297535714575,0.43067655807339306,0.20025319549806447,1
wellness coordinator average annual salary,0.9,0.43067655807339306,0.43067655807339306,0.43067655807339306,3
wellness coordinator average annual salary,0.75,1.0,1.0,1.0,6
do peacocks lay eggs,0.05,0.6309297535714575,0.6309297535714575,0.13092975357145753,20
reasons why fossil fuels are bad,0.4,1.0,0.6309297535714575,0.36907024642854247,3
nasser name meaning,0.2,1.0,1.0,0.5693234419266069,17
nasser name meaning,0.2,0.6309297535714575,0.6309297535714575,0.2440769463369159,17
what cheat codes on psp gta vice city stories,0.0,0.43067655807339306,0.38685280723454163,0.04382375083885143,16
is stevia safe while breastfeeding,0.15,1.0,1.0,0.36907024642854247,18
what are shallots called in australia,0.85,0.38685280723454163,0.38685280723454163,0.38685280723454163,4
what is application frame host,0.45,0.6309297535714575,0.6309297535714575,0.20025319549806447,12
ventura foods address,0.7,1.0,1.0,0.6666666666666667,7
can occupational therapist treat knees,0.35,1.0,0.5,0.5,9
types of plywood for exterior use,0.3,0.31546487678572877,0.3010299956639812,0.026400050467840885,4
types of plywood for exterior use,0.0,0.0,0.0,0.0,21
what cheese is the babybel,0.4,1.0,0.6309297535714575,0.5,11
what are carpels?,0.7,1.0,1.0,1.0,7
hll programming,0.3,1.0,1.0,1.0,15
what disease are all newborns being protected from when they are given eye drops at birth,0.0,0.6309297535714575,0.6309297535714575,0.0,21
what does ad hoc mean in a job,0.75,0.3562071871080222,0.3562071871080222,0.055177191444040985,6
what county is springboro oh in?,0.55,1.0,1.0,0.5693234419266069,10
what do you say on memorial day instead of happy,0.85,0.38685280723454163,0.38685280723454163,0.38685280723454163,4
price of copper coin,0.55,0.6309297535714575,0.6309297535714575,0.6309297535714575,5
how much does a paint job cost on a car,0.5,0.6309297535714575,0.38685280723454163,0.2440769463369159,8
cost of craftsman homes,0.15,1.0,0.6309297535714575,0.36907024642854247,2
how long for a crn evaluation,0.1,0.6309297535714575,0.6309297535714575,0.13092975357145753,19
how cold can you pour concrete,0.35,1.0,1.0,0.6989700043360187,14
how was mount saint helens formed,0.35,1.0,1.0,0.5,14
weight watchers how many point is a piece of white bread,0.75,0.6309297535714575,0.6309297535714575,0.20025319549806447,6
what is a sitter in the hospital,0.0,1.0,1.0,0.0,21
mn housing lth definition,0.3,1.0,1.0,0.36907024642854247,15
what is a definition of sound energy,0.85,1.0,1.0,0.6131471927654584,4
emotive definition,0.05,1.0,0.5,0.5,16
hawaiian maile leaf meaning,0.5,0.6309297535714575,0.5,0.20025319549806447,7
what is clinical judgement,0.65,0.5,0.5,0.5,8
height of the rockies provincial park,0.0,1.0,0.6309297535714575,0.36907024642854247,18
what college is in fort washington pa,0.1,1.0,1.0,0.5,19
otp definition slang,0.05,0.5,0.5,0.18453512321427123,20
what is continental shelf,0.0,1.0,0.5,0.5,9
what is a stretch mark,0.4,1.0,1.0,1.0,13
How to Type ß,0.0,0.0,0.0,0.0,21
what documents do you need to get a louisiana driver license,0.0,1.0,0.3333333333333333,0.6666666666666667,3
what documents do you need to get a louisiana driver license,0.75,1.0,1.0,1.0,6
what is dell edoc viewer,0.0,1.0,1.0,0.0,21
don gibson net worth,0.25,1.0,1.0,0.36907024642854247,16
what is alexa skills kit,0.5,1.0,1.0,0.36907024642854247,11
warren buffett gift to gates foundation,0.0,0.5,0.3562071871080222,0.14379281289197782,9
what county is hoschton ga in,0.3,0.6309297535714575,0.5,0.2440769463369159,13
what chemical processes produce ethanol,0.35,1.0,0.6309297535714575,0.5693234419266069,11
nigel name meaning,0.45,0.5,0.5,0.16666666666666669,12
how many kids are bullied each year,1.0,0.43067655807339306,0.43067655807339306,0.12964656240941186,1
what county hartville school in,0.15,1.0,1.0,0.36907024642854247,18
is an 18 year old will valid,0.6,1.0,1.0,1.0,9
what county in nj is keyport,0.9,0.5,0.5,0.21093517368211212,3
what does OBD11 code P0102 mean,0.85,1.0,1.0,1.0,4
asexual animal definition,0.65,0.5,0.3010299956639812,0.1989700043360188,2
what brand of yogurt has live active culture,0.9,1.0,1.0,0.6437928128919779,3
do barred owl pairs nest together,0.55,1.0,1.0,0.5,10
how tall is the tallest dog,0.7,0.43067655807339306,0.38685280723454163,0.43067655807339306,5
what is a cold call,0.05,0.6309297535714575,0.5,0.20025319549806447,18
what is diagnosis code ams,0.35,1.0,0.43067655807339306,0.6845351232142712,11
"what county is allentown, nj",0.9,1.0,1.0,0.6989700043360187,3
weather zugspitze germany,0.85,0.43067655807339306,0.43067655807339306,0.12964656240941186,4
forbes  most powerful women,0.0,0.5,0.2890648263178879,0.21093517368211212,5
forbes  most powerful women,1.0,0.6309297535714575,0.6309297535714575,0.6309297535714575,1
forbes  most powerful women,0.65,1.0,1.0,0.36907024642854247,8
what is amneal prescribed for,0.2,0.43067655807339306,0.43067655807339306,0.11521168128766429,17
leukocytes meaning,0.05,0.3333333333333333,0.3010299956639812,0.03230333766935212,15
what is colitis symptoms,0.0,1.0,1.0,0.0,21
biggest shopping mall in the world,0.5,0.3562071871080222,0.3562071871080222,0.3562071871080222,7
what does it cost to remediate mold,0.55,0.6309297535714575,0.6309297535714575,0.32989975790747633,10
what does it cost to remediate mold,0.4,1.0,1.0,0.6845351232142712,13
