Query,Dataset,Failure Type,Doc in Top-5
how long does the average cremation take,ms_marco,Semantic Miss,0
what does geomorphic,ms_marco,Ranking Error,1
what does commercial liability insurance cover,ms_marco,Ranking Error,1
why is it not recommended that consumers acquire debts,ms_marco,Ranking Error,1
is it normal for babies to wake a lot at night,ms_marco,Ranking Error,1
how long will soup keep in the fridge,ms_marco,Ranking Error,1
how long after a house auction sale do you have to move,ms_marco,Semantic Miss,0
average cost for textbooks in college,ms_marco,Ranking Error,1
what is speakonia,ms_marco,Ranking Error,1
what do whales produce that is use in perfume,ms_marco,Ranking Error,1
what is postmenopausal atrophic vaginitis,ms_marco,Ranking Error,1
hardwood flooring installation labor cost,ms_marco,Semantic Miss,0
are there inherited ira early withdrawal penalties,ms_marco,Ranking Error,1
is seborrheic dermatitis like psoriasis,ms_marco,Semantic Miss,0
can a baby be born HIV positive and then be HIV negative,ms_marco,Ranking Error,1
is fountain grass perennial,ms_marco,Ranking Error,1
average cost of an inground pool in australia,ms_marco,Lexical Miss,0
who is giuseppe mercalli and charles richter,ms_marco,Ranking Error,1
salary for insurance agent,ms_marco,Semantic Miss,0
example of population in an ecosystem,ms_marco,Ranking Error,1
average temperature in alaska in winter,ms_marco,Semantic Miss,0
what is slander or libel,ms_marco,Semantic Miss,0
what is target market examples,ms_marco,Semantic Miss,0
what is the average cost of a full time nanny,ms_marco,Ranking Error,1
how much to cancel sprint cell phone contract,ms_marco,Ranking Error,1
what should i take for a sore throat,ms_marco,Ranking Error,1
what meals does kfc do,ms_marco,Semantic Miss,0
What is zoloft prescribed for,ms_marco,Ranking Error,1
how do i delete a saved login info on pacific blue cross provider net website,ms_marco,Lexical Miss,0
how can infertility be treated,ms_marco,Ranking Error,1
average starting teaching salary in minnesota,ms_marco,Ranking Error,1
cost to purchase a carpet cleaning machine,ms_marco,Ranking Error,1
how long to boil king crab,ms_marco,Semantic Miss,0
what is a diocese,ms_marco,Ranking Error,1
pain from the hip what causes,ms_marco,Ranking Error,1
can you major in medical imaging,ms_marco,Semantic Miss,0
what is glyceryl caprylate,ms_marco,Ranking Error,1
what causes very foul smelling stools,ms_marco,Semantic Miss,0
what does blood pudding taste like,ms_marco,Ranking Error,1
what type of aluminum is soluble,ms_marco,Ranking Error,1
what is a normal amount of steps per day,ms_marco,Ranking Error,1
homewyse cost to install sheet vinyl,ms_marco,Ranking Error,1
what is nunavut,ms_marco,Ranking Error,1
what is a spider,ms_marco,Ranking Error,1
what is beltane celebration,ms_marco,Ranking Error,1
what is cell body is the control center,ms_marco,Semantic Miss,0
what is considered household income for obamacare,ms_marco,Ranking Error,1
how long does chicken last in fridge,ms_marco,Lexical Miss,0
what temp should a cpu run at,ms_marco,Ranking Error,1
the geckos name from the geico commercials,ms_marco,Ranking Error,1
what is specific immunity,ms_marco,Ranking Error,1
average pay for a cna in washington state,ms_marco,Ranking Error,1
where does the optic nerve end,ms_marco,Ranking Error,1
what is flank pain,ms_marco,Ranking Error,1
average salary doctor,ms_marco,Ranking Error,1
is suboxone an opiate,ms_marco,Ranking Error,1
why was the roman army so victorious,ms_marco,Semantic Miss,0
which fungi has flagellated spores,ms_marco,Ranking Error,1
average non management pay at american airlines,ms_marco,Semantic Miss,0
what does rms mean,ms_marco,Ranking Error,1
how much does a pharmacist tech make an hour,ms_marco,Ranking Error,1
how much does a circuit judge make,ms_marco,Lexical Miss,0
how many human organs are there,ms_marco,Ranking Error,1
what does iwd stand for in technology,ms_marco,Semantic Miss,0
what is pneumovax,ms_marco,Ranking Error,1
how much does it cost to get a real tattoo,ms_marco,Ranking Error,1
how long do you have ovulation symptoms,ms_marco,Ranking Error,1
The _______ gland is also known as the mixed gland,ms_marco,Ranking Error,1
what vitamins for hypothyroidism,ms_marco,Ranking Error,1
is proteus mirabilis normal flora,ms_marco,Ranking Error,1
what is the name of the star called la superba,ms_marco,Ranking Error,1
where is hitlers crows nest located,ms_marco,Ranking Error,1
what is qr code,ms_marco,Ranking Error,1
why is the sacrament of anointing given,ms_marco,Ranking Error,1
what is a state surveyor,ms_marco,Ranking Error,1
what does circumduction mean,ms_marco,Ranking Error,1
how many years do i need to wear my retainer,ms_marco,Lexical Miss,0
how much does it cost to geld a donkey,ms_marco,Ranking Error,1
what is a endometrial cyst,ms_marco,Ranking Error,1
each state is guaranteed how many representatives what is representation based on,ms_marco,Ranking Error,1
can you run with rheumatoid arthritis,ms_marco,Ranking Error,1
funding fee deductible,ms_marco,Ranking Error,1
how long does an female eagle leave the egg to hunt for food,ms_marco,Ranking Error,1
what is absinthe,ms_marco,Semantic Miss,0
iso meaning,ms_marco,Ranking Error,1
what is a eukaryote,ms_marco,Ranking Error,1
what does hacker mean,ms_marco,Ranking Error,1
difference between emancipation proclamation and thirteenth amendment,ms_marco,Lexical Miss,0
net worth of pat sajak,ms_marco,Ranking Error,1
how much is aaa per month,ms_marco,Ranking Error,1
could chlamydia be cured but have pid,ms_marco,Ranking Error,1
where is marco island florida located,ms_marco,Ranking Error,1
how long does it take to get checks,ms_marco,Ranking Error,1
how long do you cook a crown roast of pork,ms_marco,Ranking Error,1
what are alcoholic spirits,ms_marco,Ranking Error,1
i get pop up that say that my computer is infected. how can i get rid of this,ms_marco,Ranking Error,1
how long do you have to be working at a job to get maternity leave,ms_marco,Ranking Error,1
1k is equal to how many ohms,ms_marco,Ranking Error,1
energy: what is work,ms_marco,Ranking Error,1
how long do you cook a boiled egg,ms_marco,Semantic Miss,0
what is blood occult mean,ms_marco,Ranking Error,1
chicago il population,ms_marco,Ranking Error,1
how much to budget to eat per person at dollywood,ms_marco,Ranking Error,1
interquartile range outlier,ms_marco,Ranking Error,1
what is visqueen sheeting,ms_marco,Ranking Error,1
what regulates calcium levels,ms_marco,Ranking Error,1
why is brassica rapa a good model organism,ms_marco,Semantic Miss,0
what types of food are digested in the stomach first,ms_marco,Semantic Miss,0
what does microscopic urinalysis tell you,ms_marco,Ranking Error,1
list of foods for mediterranean diet,ms_marco,Ranking Error,1
what is a chaparral biome,ms_marco,Ranking Error,1
what is presorted standard mail,ms_marco,Ranking Error,1
what is thermostatic valve,ms_marco,Ranking Error,1
where is excel arena london,ms_marco,Lexical Miss,0
meal costs in usa,ms_marco,Ranking Error,1
define rheumatology,ms_marco,Ranking Error,1
average household water usage per day,ms_marco,Ranking Error,1
how much does a giant flemish rabbits weigh,ms_marco,Ranking Error,1
what is a constructive trustee,ms_marco,Semantic Miss,0
history of the civil war era time period,ms_marco,Ranking Error,1
salary of import and export in usa,ms_marco,Ranking Error,1
what is waste water plant effluent,ms_marco,Semantic Miss,0
what function does the thyroid have,ms_marco,Ranking Error,1
what is the power of elite,ms_marco,Ranking Error,1
what is the best american made truck,ms_marco,Ranking Error,1
why is it called flatbush,ms_marco,Ranking Error,1
meaning of the name hiram,ms_marco,Ranking Error,1
what does uber alles mean,ms_marco,Ranking Error,1
what is acerola,ms_marco,Ranking Error,1
does pepsin digest protein,ms_marco,Lexical Miss,0
average cost for a estate attorney,ms_marco,Semantic Miss,0
is lima dangerous,ms_marco,Ranking Error,1
what causes your urine to smell,ms_marco,Ranking Error,1
what is the usb for blue ray player,ms_marco,Ranking Error,1
what is a long term problem for patients with emphysema,ms_marco,Ranking Error,1
what does sacramento republic fc mean,ms_marco,Ranking Error,1
what is cost of replacing a capacitor in an air conditioner,ms_marco,Ranking Error,1
what is ftp sftp ftps,ms_marco,Ranking Error,1
what is a distressed reaction,ms_marco,Ranking Error,1
what is a QTL,ms_marco,Ranking Error,1
how long does it take to charge a nimh rc battery,ms_marco,Semantic Miss,0
what does sateen weave mean,ms_marco,Ranking Error,1
what was the first transistor made of,ms_marco,Semantic Miss,0
with what product did the term brand name originate,ms_marco,Lexical Miss,0
sales revenues for sound system,ms_marco,Semantic Miss,0
where does the madagascar hissing cockroach live,ms_marco,Ranking Error,1
what is a capper,ms_marco,Ranking Error,1
what is cla,ms_marco,Semantic Miss,0
what does the corticosteroid hormone do,ms_marco,Lexical Miss,0
average to get into harvard,ms_marco,Ranking Error,1
what's the average salary for a sous chef,ms_marco,Lexical Miss,0
can you conceive before ovulation,ms_marco,Ranking Error,1
how long does it take for a dove to hatch their eggs,ms_marco,Ranking Error,1
types of spices and herbs,ms_marco,Ranking Error,1
where can a cheetah be found,ms_marco,Ranking Error,1
how do you get to aran islands,ms_marco,Ranking Error,1
sonic average pay,ms_marco,Ranking Error,1
average cost to mount a turkey,ms_marco,Ranking Error,1
how much are sd cards for dslr,ms_marco,Ranking Error,1
how to do basketball skills for beginners,ms_marco,Semantic Miss,0
cost of wound care in the us,ms_marco,Ranking Error,1
what zone is carpal tunnel in hand,ms_marco,Ranking Error,1
What is contained within the polar body?,ms_marco,Ranking Error,1
cost of attendance snhu,ms_marco,Ranking Error,1
mineral rocks definition,ms_marco,Ranking Error,1
inflammation of a tendon from overuse is called quizlet,ms_marco,Ranking Error,1
age of earth bible,ms_marco,Ranking Error,1
ee business number,ms_marco,Ranking Error,1
what is jujitsu,ms_marco,Ranking Error,1
where is hull,ms_marco,Ranking Error,1
how fast does a gator go,ms_marco,Ranking Error,1
how much do marketers earn,ms_marco,Lexical Miss,0
granite countertops cost per square foot installed,ms_marco,Ranking Error,1
what glands are associated with acromegaly,ms_marco,Ranking Error,1
in a standard normal distribution the mean is,ms_marco,Semantic Miss,0
what is pragmatism in philosophy,ms_marco,Ranking Error,1
outer banks average temperature by month,ms_marco,Ranking Error,1
what is the function of the hypothalamus,ms_marco,Ranking Error,1
describe the instrument used to record seismic waves,ms_marco,Ranking Error,1
what happened to shergar,ms_marco,Semantic Miss,0
average price dallas cowboys ticket home game,ms_marco,Ranking Error,1
how much is an entry level salary as a nurse with an associate degree,ms_marco,Ranking Error,1
can you pass a urine test for alcohol the night before,ms_marco,Ranking Error,1
how long does it take for skin to peel after fraxel,ms_marco,Semantic Miss,0
does low dose aspirin prevent miscarriage,ms_marco,Ranking Error,1
who is the director of ncis,ms_marco,Ranking Error,1
what is legislation definition,ms_marco,Ranking Error,1
internal cooking temperature for medium prime rib roast,ms_marco,Ranking Error,1
how quickly does a tax refund come,ms_marco,Ranking Error,1
how to convert to a probability distribution,ms_marco,Ranking Error,1
what inorganic materials contain carbon,ms_marco,Ranking Error,1
what type is palkia,ms_marco,Ranking Error,1
convert nm to ft lbf,ms_marco,Ranking Error,1
how far are the mountains from the coast in argentina,ms_marco,Ranking Error,1
what class of medication is niacin,ms_marco,Ranking Error,1
where did the language spanish come from,ms_marco,Ranking Error,1
bandwidth utilization definition,ms_marco,Ranking Error,1
when was the new model army formed,ms_marco,Ranking Error,1
what is a reaction,ms_marco,Ranking Error,1
how long to stay in oxford for,ms_marco,Ranking Error,1
can leopard geckos dig,ms_marco,Ranking Error,1
what foods contain sorbitol,ms_marco,Ranking Error,1
what is a winged lion called,ms_marco,Ranking Error,1
what is the starch in beans called,ms_marco,Ranking Error,1
crab and snake meaning,ms_marco,Ranking Error,1
definition of constitutional amendments,ms_marco,Ranking Error,1
should transgenders be allowed to use any bathrooms,ms_marco,Lexical Miss,0
cost to remove pine tree,ms_marco,Ranking Error,1
financial service designations,ms_marco,Ranking Error,1
how long does it take to cremate a person,ms_marco,Ranking Error,1
what tissues are in the diaphragm respiratory system,ms_marco,Ranking Error,1
when did japan declare war on china,ms_marco,Ranking Error,1
cost of hulu per month,ms_marco,Ranking Error,1
what is tubersol used for,ms_marco,Ranking Error,1
what do mourning doves eat,ms_marco,Ranking Error,1
why are enzymes important in digestion,ms_marco,Ranking Error,1
what is scarlatina,ms_marco,Ranking Error,1
legal age a child can stay home alone in louisiana,ms_marco,Ranking Error,1
is oprah still married to stedman,ms_marco,Ranking Error,1
how to cook marinated beef ribs,ms_marco,Ranking Error,1
gene family definition,ms_marco,Ranking Error,1
how long cook a baked potato in the oven,ms_marco,Ranking Error,1
what is chitin in biology,ms_marco,Ranking Error,1
what is sap in business,ms_marco,Lexical Miss,0
where is tobacco mostly found,ms_marco,Ranking Error,1
how long do pineapples keep,ms_marco,Ranking Error,1
germany uses strikes called blitzkrieg,ms_marco,Ranking Error,1
what does pb mean,ms_marco,Ranking Error,1
what group is potassium in,ms_marco,Ranking Error,1
what is cavitation and flashing,ms_marco,Ranking Error,1
biogas cost per kwh,ms_marco,Ranking Error,1
building an extension cost,ms_marco,Ranking Error,1
where are centipedes found,ms_marco,Lexical Miss,0
how often is cal grant disbursed,ms_marco,Ranking Error,1
is mooloolaba near noosa,ms_marco,Ranking Error,1
average years for an nfl player,ms_marco,Semantic Miss,0
cost to carpet your home,ms_marco,Ranking Error,1
cost of playing basketball,ms_marco,Ranking Error,1
what is nitrofurantoin used for,ms_marco,Semantic Miss,0
what is prince fielder salary,ms_marco,Ranking Error,1
dna dna hybridization,ms_marco,Ranking Error,1
what is the birthday of the actor james bolam,ms_marco,Ranking Error,1
athena name meaning origin,ms_marco,Ranking Error,1
how long does it take for stool sample results to come back H.Pylori,ms_marco,Semantic Miss,0
when did the provisional government fall,ms_marco,Ranking Error,1
what type of archetypal hero is luke skywalker,ms_marco,Ranking Error,1
how far from bullers of buchan from aberdeen scotland,ms_marco,Ranking Error,1
how does stress affect teenagers health,ms_marco,Ranking Error,1
what class of drugs is gabapentin,ms_marco,Ranking Error,1
average cost of living in dothan alabama,ms_marco,Ranking Error,1
what are the molecules in a dna strands called,ms_marco,Ranking Error,1
infection of respiratory tract caused by fungus,ms_marco,Ranking Error,1
how long does it take for a cat to give birth,ms_marco,Ranking Error,1
what electrical plug ins are used in portugal,ms_marco,Ranking Error,1
define hydrogen,ms_marco,Ranking Error,1
how long does it take for food to pass,ms_marco,Semantic Miss,0
what is the meaning of Tachyglossus aculeatus,ms_marco,Ranking Error,1
what is a map projection,ms_marco,Ranking Error,1
food that will raise blood pressure count,ms_marco,Ranking Error,1
what is sherry wine made of,ms_marco,Ranking Error,1
what is mongolian bbq,ms_marco,Ranking Error,1
cost of adding a basement entrance,ms_marco,Ranking Error,1
what is the function and structure of a mitotic spindle,ms_marco,Lexical Miss,0
does chemical digestion occur in the pancreas,ms_marco,Ranking Error,1
what is the earliest type of computer,ms_marco,Ranking Error,1
what is dbp in nail polish,ms_marco,Ranking Error,1
what is the role of plasmids in antibiotic resistance,ms_marco,Ranking Error,1
what is klk,ms_marco,Ranking Error,1
crestor is used to treat what,ms_marco,Ranking Error,1
what is the function of the epithelial tissue,ms_marco,Semantic Miss,0
what is the salary range for a cardiac rehab director,ms_marco,Ranking Error,1
what is in Talpirid,ms_marco,Lexical Miss,0
how to roast a small prime rib roast,ms_marco,Ranking Error,1
types of stones used for necklace,ms_marco,Ranking Error,1
is ganges a perennial river,ms_marco,Ranking Error,1
how energy from the ets is coupled with ox phos,ms_marco,Ranking Error,1
pixelmon what level does pikachu evolve,ms_marco,Semantic Miss,0
how soon is pregnancy detected in blood,ms_marco,Ranking Error,1
the name tayla meanings,ms_marco,Ranking Error,1
what causes discoloration of toenails,ms_marco,Semantic Miss,0
how much should san storage cost per tb,ms_marco,Ranking Error,1
different types of wines explained,ms_marco,Ranking Error,1
how to make a blurred background,ms_marco,Ranking Error,1
what are two characteristics of fluids,ms_marco,Lexical Miss,0
what can urinalysis detect,ms_marco,Ranking Error,1
parasitic roundworms examples,ms_marco,Ranking Error,1
what does the name macy mean,ms_marco,Ranking Error,1
where are aphids origin,ms_marco,Lexical Miss,0
how to become a cna fast,ms_marco,Semantic Miss,0
how neurons communicate for dummies,ms_marco,Semantic Miss,0
meanings of armenian name marianna,ms_marco,Ranking Error,1
average salary for rn in florida,ms_marco,Lexical Miss,0
what is a levo drip,ms_marco,Ranking Error,1
what is the individual functional unit in the kidney called,ms_marco,Ranking Error,1
how long do mallard ducks sit on eggs,ms_marco,Ranking Error,1
what was so important for where the bull run battle was at',ms_marco,Ranking Error,1
what does the name dagon mean,ms_marco,Ranking Error,1
when did oklahoma become a territory,ms_marco,Ranking Error,1
how much does it cost for an abscess tooth to be extracted,ms_marco,Ranking Error,1
where does ikat come from,ms_marco,Semantic Miss,0
harvard tuition and costs,ms_marco,Ranking Error,1
average lifespan of builder grade carpet,ms_marco,Semantic Miss,0
what is technical perspective,ms_marco,Ranking Error,1
Why does my pregnant wife have stinky breath,ms_marco,Ranking Error,1
what is joconde cake,ms_marco,Semantic Miss,0
what are liquid aminos,ms_marco,Lexical Miss,0
how to improve iq,ms_marco,Ranking Error,1
what is corner brook known for,ms_marco,Ranking Error,1
is it allowed to drain sanitary sewer into sump pit,ms_marco,Ranking Error,1
what are the major organs in the respiratory system and their functions,ms_marco,Ranking Error,1
how to become a federal employee,ms_marco,Lexical Miss,0
what does sneering mean,ms_marco,Ranking Error,1
what is jarabe tapatio,ms_marco,Semantic Miss,0
what is paw paw,ms_marco,Semantic Miss,0
good food sources as you can complex fats,ms_marco,Ranking Error,1
temperature and length of time to bake salmon,ms_marco,Semantic Miss,0
how long do you have before you have to move after the foreclosure,ms_marco,Ranking Error,1
what is a circumflex in french,ms_marco,Semantic Miss,0
in what year did diamondback bikes start cadel evans career off,ms_marco,Ranking Error,1
rhetorical term definition,ms_marco,Ranking Error,1
what are some uses for hardwood,ms_marco,Ranking Error,1
what is in a spice called savory,ms_marco,Ranking Error,1
what does a cumulonimbus look like,ms_marco,Ranking Error,1
how are stromatolites are related to oxygen',ms_marco,Ranking Error,1
Acquired immunity can be naturally or artificially acquired.,ms_marco,Ranking Error,1
why do you say bless you when a person sneezes,ms_marco,Ranking Error,1
difference between cooling fan and exhaust fan,ms_marco,Ranking Error,1
biblical meaning of the name daisy,ms_marco,Semantic Miss,0
explain what a sensor does,ms_marco,Ranking Error,1
what are reactants and products in relation to chemical reactions,ms_marco,Ranking Error,1
what is dioscorea villosa analgesic,ms_marco,Ranking Error,1
can you use a teepee trellis for tomatoes,ms_marco,Ranking Error,1
how many calories in honey,ms_marco,Ranking Error,1
what is a birthstone,ms_marco,Ranking Error,1
average cost of pavers per square foot,ms_marco,Ranking Error,1
when did china become unified,ms_marco,Ranking Error,1
geographical definition of isthmus,ms_marco,Semantic Miss,0
what temperature is a roast done,ms_marco,Semantic Miss,0
magnetic bracelets for arthritis pros and cons,ms_marco,Ranking Error,1
common extensor tendon origin and insertion,ms_marco,Semantic Miss,0
cost to install hardwood floor,ms_marco,Ranking Error,1
how to keep ants out of grass,ms_marco,Ranking Error,1
what is a pear shaped diamond called,ms_marco,Ranking Error,1
what are the differences between balinese and javanese gamelan,ms_marco,Ranking Error,1
what is progressive reform,ms_marco,Ranking Error,1
what is bibingka,ms_marco,Ranking Error,1
when did the harbour bridge started being built,ms_marco,Lexical Miss,0
meaning of the name kayla,ms_marco,Ranking Error,1
set forth definition,ms_marco,Semantic Miss,0
does an increase in co2 levels cause the heart rate to increase?,ms_marco,Ranking Error,1
how long chicken eggs incubate,ms_marco,Semantic Miss,0
open label extension study definition,ms_marco,Ranking Error,1
what is chlorophyll used for,ms_marco,Ranking Error,1
what do all the alkali metals have in common,ms_marco,Ranking Error,1
what is a NUc,ms_marco,Ranking Error,1
where do mountains usually form,ms_marco,Semantic Miss,0
how much nicotine is considered a lethal dose for humans,ms_marco,Ranking Error,1
where did sacagawea grow up,ms_marco,Ranking Error,1
where is the rocky mountains located on a map,ms_marco,Semantic Miss,0
does msm and biotin change hair texture,ms_marco,Ranking Error,1
how long do you have to be on birth control for it to start controlling your periods,ms_marco,Ranking Error,1
should you cut off salvage when doing quilting,ms_marco,Ranking Error,1
Pain felt in the iris is known as,ms_marco,Ranking Error,1
how much uv do leds emit,ms_marco,Ranking Error,1
cost to build a house in alabama,ms_marco,Lexical Miss,0
age you can leave a child home alone,ms_marco,Semantic Miss,0
is two thirds equivalent to four sixths,ms_marco,Ranking Error,1
what is a minerals,ms_marco,Ranking Error,1
difference between osteo and rheumatoid arthritis,ms_marco,Ranking Error,1
what was the purpose of the first continental congress,ms_marco,Ranking Error,1
what does botox do,ms_marco,Ranking Error,1
allegory literary definition,ms_marco,Semantic Miss,0
how much do church workers make,ms_marco,Ranking Error,1
what do the capillaries around the air sacs do,ms_marco,Ranking Error,1
recommended dosage of paracetamol,ms_marco,Ranking Error,1
what are the predators of the gulper eel,ms_marco,Ranking Error,1
what are the primary germ layers,ms_marco,Ranking Error,1
dragon tattoos meaning,ms_marco,Semantic Miss,0
average cost of power in auckland,ms_marco,Ranking Error,1
how much do photographers earn,ms_marco,Ranking Error,1
how many weeks pay for maternity leave,ms_marco,Ranking Error,1
what are other names for color blindness,ms_marco,Ranking Error,1
is mold a carcinogen,ms_marco,Ranking Error,1
how time is the chicken pox incubation period for chickenpox,ms_marco,Semantic Miss,0
how much do you make with uber,ms_marco,Ranking Error,1
what type of materials do you need to keep charges flowing?,ms_marco,Semantic Miss,0
how to restore straight razors,ms_marco,Semantic Miss,0
what is excessive saliva called,ms_marco,Ranking Error,1
what category does liothyronine belong and what disease does it treat,ms_marco,Ranking Error,1
what is the average starting salary for chemical engineers,ms_marco,Ranking Error,1
what is a gyroscope,ms_marco,Semantic Miss,0
where is vietnam located,ms_marco,Semantic Miss,0
eukaryotic organisms that are involved in causing or spreading disease,ms_marco,Ranking Error,1
cost per square metre tarmac driveway,ms_marco,Ranking Error,1
what does the name talitha mean,ms_marco,Ranking Error,1
what hormones does the pituitary gland produce,ms_marco,Semantic Miss,0
ordinal level of measurement definition statistics,ms_marco,Ranking Error,1
dissociative identity disorder meaning,ms_marco,Semantic Miss,0
what time should i get to the ACT test,ms_marco,Ranking Error,1
describe the structure of a capillary network,ms_marco,Semantic Miss,0
is reactive depression a mental illness,ms_marco,Ranking Error,1
where are almonds made,ms_marco,Ranking Error,1
what is ppd test,ms_marco,Ranking Error,1
alabang area code telephone,ms_marco,Lexical Miss,0
what is keirin,ms_marco,Lexical Miss,0
deadline to pay virginia state taxes,ms_marco,Ranking Error,1
what is chemical reaction,ms_marco,Ranking Error,1
saxmundham meaning of name,ms_marco,Ranking Error,1
how long to hatch dove eggs,ms_marco,Ranking Error,1
average temperature jindabyne,ms_marco,Ranking Error,1
should i wear a pad for discharge,ms_marco,Ranking Error,1
what is the fee for return receipt for usps mail,ms_marco,Semantic Miss,0
average cost of coffee beans,ms_marco,Ranking Error,1
what is a pilsner beer,ms_marco,Semantic Miss,0
which layer of the earth is made mostly of granite and rocks,ms_marco,Lexical Miss,0
how much sugar americans consume per day,ms_marco,Semantic Miss,0
pronounce descent,ms_marco,Ranking Error,1
standard deduction for dependent,ms_marco,Semantic Miss,0
is the catchpenny car boot on tomorrow,ms_marco,Ranking Error,1
what is phosphorus good for,ms_marco,Semantic Miss,0
what is a ethical business practices,ms_marco,Ranking Error,1
find out which computer a user is locking an account,ms_marco,Ranking Error,1
why do humans hunt the western gorillas,ms_marco,Lexical Miss,0
what is a fuse,ms_marco,Ranking Error,1
what is open offer means,ms_marco,Ranking Error,1
temperature for a roast beef,ms_marco,Ranking Error,1
who were the first members of the eu,ms_marco,Lexical Miss,0
definition of nuclear energy,ms_marco,Ranking Error,1
how long is a whole watermelon good for in the fridge,ms_marco,Lexical Miss,0
what is a disease that affects the digestive system,ms_marco,Ranking Error,1
are eggs a good diet food,ms_marco,Semantic Miss,0
what does a parasitologist do,ms_marco,Ranking Error,1
antibiotics commonly prescribed for ear infections,ms_marco,Ranking Error,1
who is governor of alaska,ms_marco,Semantic Miss,0
what is magnetism,ms_marco,Ranking Error,1
where is the okefenokee swamp located,ms_marco,Ranking Error,1
what is surimi salad,ms_marco,Ranking Error,1
what is tempeh made of,ms_marco,Semantic Miss,0
most male last name,ms_marco,Ranking Error,1
what causes particle separation in a concrete mix,ms_marco,Ranking Error,1
foods that are bad for gout,ms_marco,Ranking Error,1
define net income for tax purposes,ms_marco,Ranking Error,1
what is agency debt,ms_marco,Ranking Error,1
quarterly state taxes virginia due date,ms_marco,Ranking Error,1
what does arbitration agreement means,ms_marco,Ranking Error,1
age at which an individual is classed as a minor and how this differs nationally,ms_marco,Ranking Error,1
what are the ingredients in common table salt,ms_marco,Ranking Error,1
length of time for brain mri,ms_marco,Ranking Error,1
does eating when drunk sober you up,ms_marco,Ranking Error,1
What do the enteroendocrine cells of the stomach produce,ms_marco,Ranking Error,1
average cost to build a bathroom,ms_marco,Ranking Error,1
what does the frontal sinus do,ms_marco,Ranking Error,1
what do the pulmonary veins do,ms_marco,Ranking Error,1
dental hygienist salary alberta,ms_marco,Ranking Error,1
lakes around michigan,ms_marco,Ranking Error,1
what kind of dog is toto,ms_marco,Ranking Error,1
what does guava candy taste like,ms_marco,Ranking Error,1
can you move some music to a new itunes account and delete it from an old one,ms_marco,Semantic Miss,0
what age can you spay a dog,ms_marco,Ranking Error,1
why was corrymeela founded,ms_marco,Ranking Error,1
what is a siren mermaid,ms_marco,Lexical Miss,0
what are some of antinomianism,ms_marco,Ranking Error,1
what diseases can be transmitted by bloodborne pathogens,ms_marco,Ranking Error,1
can you carry hair gel on a plane,ms_marco,Ranking Error,1
what nationality is alex wagner,ms_marco,Ranking Error,1
how to sand rough glass edges,ms_marco,Ranking Error,1
what is a heterotroph microbe,ms_marco,Semantic Miss,0
how much should you get paid for dog walking,ms_marco,Lexical Miss,0
where the name drambuie come from,ms_marco,Ranking Error,1
how much does it cost to install a garage door,ms_marco,Ranking Error,1
which amendment allows voting,ms_marco,Semantic Miss,0
ribosomes description and function,ms_marco,Ranking Error,1
what does fibro adipose tissue do,ms_marco,Semantic Miss,0
major landforms of the amazon rainforest,ms_marco,Ranking Error,1
what weight is polycotton,ms_marco,Ranking Error,1
cost of marble countertops,ms_marco,Semantic Miss,0
age do baby teeth start falling out,ms_marco,Ranking Error,1
what does leptin stimulate,ms_marco,Ranking Error,1
what genus is human,ms_marco,Semantic Miss,0
percentage of death of measles before vaccine,ms_marco,Ranking Error,1
cost of installing backup sump pump,ms_marco,Ranking Error,1
how much does a professional bowler make,ms_marco,Ranking Error,1
what vegetation zone are pandas found,ms_marco,Ranking Error,1
how long should you leave a thermometer under your tongue,ms_marco,Semantic Miss,0
how the salary of the texas governor is determined,ms_marco,Ranking Error,1
what is latitude,ms_marco,Ranking Error,1
unit charge definition,ms_marco,Ranking Error,1
is there a limit for money in a current account,ms_marco,Ranking Error,1
how much do i pay csa for one child,ms_marco,Ranking Error,1
how to get cat dander out of a house,ms_marco,Ranking Error,1
what are regional movements that occur in the small intestine and function to churn and fragment the digestive materials called,ms_marco,Semantic Miss,0
how grams in an ounce,ms_marco,Ranking Error,1
What is the highest point in chile above sea level,ms_marco,Lexical Miss,0
what are villous lymphocytes,ms_marco,Ranking Error,1
board of directors roles and responsibilities,ms_marco,Ranking Error,1
do you need power meter for your road bike,ms_marco,Ranking Error,1
essential oil that start with rose,ms_marco,Ranking Error,1
what colour is charcoal,ms_marco,Ranking Error,1
what time of day is the best time to take clear blue digital pregnancy test,ms_marco,Semantic Miss,0
average temperatures climate in neptune for kids,ms_marco,Ranking Error,1
what is a hoosier?,ms_marco,Ranking Error,1
how to estimate what my business is worth,ms_marco,Ranking Error,1
how long to barbecue pork tenderloin,ms_marco,Ranking Error,1
what does a cbc include,ms_marco,Semantic Miss,0
how is a cyclone measured,ms_marco,Semantic Miss,0
enzyme is responsible for the metabolism of alcohol in the liver,ms_marco,Ranking Error,1
archetypal definition,ms_marco,Semantic Miss,0
do tenancy agreements need to be stamped,ms_marco,Semantic Miss,0
average cost per hospital day,ms_marco,Ranking Error,1
how many types of nucleotides are in dna and how do they differ,ms_marco,Lexical Miss,0
average age of women who get married,ms_marco,Ranking Error,1
what causes radioactive pollution,ms_marco,Ranking Error,1
where is energy located in the atp molecule,ms_marco,Ranking Error,1
what is a shemagh,ms_marco,Ranking Error,1
what is iron steel used for,ms_marco,Ranking Error,1
main purpose of alienation and sedition act,ms_marco,Ranking Error,1
