seed,query_idx,query,system,hit@5,latency_ms,retrieved_ids,gt_ids
789,148,What is the cache TTL policy for Distributed Caching?,Vanilla RAG,1,20.5989,wf07_d2_chunk_0|wf07_s5_chunk_0|wf07_d1_chunk_0|wf07_d3_chunk_0|wf07_s1_chunk_0,wf07_s1_chunk_0
789,149,How is cache TTL implemented using redis-py?,Vanilla RAG,1,20.6276,wf07_s1_chunk_0|wf07_d2_chunk_0|wf07_d3_chunk_0|wf07_s3_chunk_0|wf07_s5_chunk_0,wf07_s1_chunk_0
789,0,"Using message passing with XtAddInput Organization: 3M Company, 3M Center,",MemGPT (approx),1,34.0883,ng_2190|ng_2035|wf17_s2_chunk_0|ng_73|ng_1430,ng_2190
789,1,"Subject: Re: SE Serial Port Speed???? Organization: Sophomore, Mechanical Engine",MemGPT (approx),1,32.7706,ng_1054|ng_744|ng_1379|ng_1904|ng_400,ng_1054
789,2,"Re: Q800 Video RAM Questions Distribution: na Organization: Apple Computer,",MemGPT (approx),1,30.7819,ng_76|ng_968|ng_2194|ng_438|ng_978,ng_76
789,3,Subject: Re: More technical details Organization: Partnership for an America,MemGPT (approx),0,29.4087,ng_1379|ng_1904|ng_1829|ng_2218|ng_816,ng_2281
789,4,Re: text of White House announcement and Q&As on clipper,MemGPT (approx),0,32.4641,ng_2218|ng_1331|ng_277|ng_1449|ng_1347,ng_146
789,5,Re: A question about 120VAC outlet wiring.. Keywords: outlet Article-I.D.:,MemGPT (approx),1,35.5973,ng_1750|ng_536|ng_400|ng_749|ng_659,ng_536
789,6,"Subject: SE rom Keywords: roms, grayscale, select 300 Organization: NETCOM",MemGPT (approx),1,36.1624,ng_744|ng_741|ng_1011|ng_387|ng_2278,ng_741
789,7,Re: text of White House announcement and Q&As on clipper,MemGPT (approx),0,31.6616,ng_1331|ng_277|ng_1449|ng_1347|ng_2218,ng_1944
789,8,"Re: Title for XTerm Organization: Dept. of Computer Science, TU",MemGPT (approx),1,33.7348,ng_73|ng_474|ng_1012|ng_654|ng_1264,ng_654
789,9,Re: NUTEK FACES APPLE'S WRATH (article!!!!!!) READ Article-I.D.: rpi.j3g5bwq Org,MemGPT (approx),0,51.7093,ng_2323|ng_1649|ng_1375|ng_811|ng_1206,ng_1275
789,10,"Organization: Industrial Research Ltd., New Zealand. NNTP-Posting-Host: grv.grac",MemGPT (approx),0,43.4597,ng_400|ng_271|ng_690|ng_424|ng_1736,ng_2267
789,11,Re: your opinion of the LaserWriter Select 310? Article-I.D.: usenet.1prg8a$psr,MemGPT (approx),1,45.0703,ng_248|ng_908|ng_52|ng_1598|ng_1910,ng_908
789,12,Re: Hard drive security for FBI targets Reply-To: pdc@dcs.ed.ac.uk (Paul,MemGPT (approx),0,40.9012,ng_687|ng_471|ng_598|ng_1524|ng_1313,ng_2210
789,13,Subject: Dynamic changing of the title bar Organization: Xerox X-Newsreader:,MemGPT (approx),1,38.3624,ng_1628|ng_654|ng_2240|ng_50|ng_818,ng_1628
789,14,"Quadra 700 memory upgrade Organization: Univ. of Strathclyde, Glasgow, UK",MemGPT (approx),1,38.4455,ng_44|ng_2293|ng_2351|ng_2049|ng_1583,ng_44
789,15,Re: HV diodes Reply-To: dtmedin@catbyte.b30.ingr.com Organization: Intergraph Co,MemGPT (approx),1,44.7221,ng_659|ng_541|ng_515|ng_796|ng_1085,ng_796
789,16,Re: Forcing a window manager to accept specific coordinates for,MemGPT (approx),1,28.6218,ng_50|ng_1099|ng_1538|ng_847|ng_1197,ng_847
789,17,MICROPHONE PRE-AMP/LOW NOISE/PHANTOM POWERED Nntp-Posting-Host: liu.cns.nyu.edu ,MemGPT (approx),1,48.453,ng_1067|ng_1447|ng_512|ng_1833|ng_1080,ng_1067
789,18,Re: An Open Letter to Mr. Clinton Organization: Totally Unorganized,MemGPT (approx),0,29.2971,ng_1331|ng_258|ng_361|ng_283|ng_1035,ng_1334
789,19,How do I find my AppContext? Organization: San Diego State,MemGPT (approx),1,28.818,ng_972|ng_1699|ng_319|ng_2094|ng_2187,ng_972
789,20,"Re: Would ""clipper"" make a good cover for other encryption",MemGPT (approx),1,31.4105,ng_102|ng_900|ng_1808|ng_19|ng_329,ng_900
789,21,Re: CD300 & 300i Nntp-Posting-Host: christian.informatik.uni-ulm.de Organization,MemGPT (approx),0,47.0967,ng_255|ng_676|ng_1143|ng_1379|ng_1969,ng_1741
789,22,An Open Letter to Mr. Clinton Nntp-Posting-Host: dolores.lance.colostate.edu Org,MemGPT (approx),1,42.6682,ng_361|ng_283|ng_258|ng_1035|ng_1969,ng_258
789,23,Re: Need to find out number to a phone line,MemGPT (approx),1,31.927,ng_2094|ng_154|ng_2065|ng_1591|ng_577,ng_1591
789,24,"Subject: Re: REPOST: Accelerators/Translations Keywords: Accelerator, case Organ",MemGPT (approx),1,39.8393,ng_1883|ng_1379|ng_1505|ng_86|ng_1402,ng_1505
789,25,Re: Forcing a window manager to accept specific coordinates for,MemGPT (approx),1,28.4609,ng_1538|ng_1197|ng_50|ng_1099|ng_847,ng_1538
789,26,Re: How to detect use of an illegal cipher? Organization:,MemGPT (approx),1,30.2145,ng_950|ng_1073|ng_304|ng_1660|ng_742,ng_304
789,27,Subject: X for PC Organization: Youngstown State/Youngstown Free-Net Lines: 18,MemGPT (approx),1,33.2088,ng_1379|ng_2323|ng_271|ng_1829|ng_545,ng_545
789,28,Trade Mac SE system for Color Mac??? Article-I.D.: wixer.1993Apr16.181557.11264 ,MemGPT (approx),1,46.1892,ng_1011|ng_2323|ng_222|ng_481|ng_1726,ng_222
789,29,Re: Fifth Amendment and Passwords Organization: Little to None Lines:,MemGPT (approx),1,38.5379,ng_1408|ng_812|ng_153|ng_1366|ng_2147,ng_812
789,30,"Re: Pgp, PEM, and RFC's (Was: Cryptography Patents) Organization: Oce",MemGPT (approx),1,39.0249,ng_1073|ng_1433|ng_1998|ng_38|ng_109,ng_109
789,31,Subject: Re: Drawing Lines (inverse/xor) In-Reply-To: singg@alf.uib.no's message,MemGPT (approx),1,44.6991,ng_86|ng_2020|ng_2056|ng_746|ng_1163,ng_2020
789,32,Re: Accelerating the MacPlus...;) Nntp-Posting-Host: michigan.aero.org Organizat,MemGPT (approx),1,44.073,ng_2323|ng_481|ng_1269|ng_1969|ng_1977,ng_1977
789,33,"Re: Organized Lobbying for Cryptography Organization: Test Systems Strategies, I",MemGPT (approx),0,38.9204,ng_38|ng_1073|ng_1998|ng_1718|ng_1123,ng_657
789,34,Re: Clipper Chip and crypto key-escrow Organization: Memex Information Systems,MemGPT (approx),0,38.0175,ng_1021|ng_21|ng_122|ng_1771|ng_509,ng_865
789,35,x86 ~= 680x0 ?? (How do they compare?) Organization: FidoNet,MemGPT (approx),1,40.4333,ng_173|ng_2299|ng_1081|ng_1630|ng_1645,ng_1630
789,36,Some Questions (was: REVISED SUMMARY) Organization: Swiss Federal Institute of,MemGPT (approx),0,32.2333,ng_38|ng_1998|ng_1123|ng_101|ng_1489,ng_2268
789,37,xv -root with vue? (was Re: xloadimage -onroot ...) Article-I.D.:,MemGPT (approx),1,29.4834,ng_70|ng_1520|ng_1430|ng_1620|ng_1163,ng_1520
789,38,Subject: Re: Telephone Controlled Power Bar Needed Organization: Netcom -,MemGPT (approx),1,21.9932,ng_271|ng_629|ng_2026|ng_2027|ng_952,ng_2026
789,39,"Re: Once tapped, your code is no good any more.",MemGPT (approx),0,21.9031,ng_691|ng_1507|ng_2254|ng_1137|ng_1700,ng_1747
789,40,"LCD (was: Re: Once tapped...) Organization: Management Graphics, Inc. Lines:",MemGPT (approx),0,24.9096,ng_2027|ng_1419|ng_1738|ng_818|ng_77,ng_917
789,41,spook <rick@ee.uwm.edu> Subject: Alternate *legal* wiretaps. Organization: Just ,MemGPT (approx),1,30.6749,ng_920|ng_1815|ng_2332|ng_1717|ng_691,ng_920
789,42,"grimwood@ccu1.aukuni.ac.nz (Tony Grimwood) Organization: University of Auckland,",MemGPT (approx),0,28.4732,ng_1379|ng_1843|ng_2080|ng_1277|ng_744,ng_829
789,43,Re: Circular Motif Widgets In-Reply-To: dev@hollywood.acsc.com's message of 16 A,MemGPT (approx),0,26.6984,ng_1852|ng_130|ng_2255|ng_1968|ng_2191,ng_475
789,44,Re: Radio Shack Battery of the Month Club Organization: University,MemGPT (approx),1,21.5558,ng_1136|ng_8|ng_751|ng_156|ng_870,ng_1136
789,45,Subject: Re: Forcing a window manager to accept specific coordinates,MemGPT (approx),0,21.48,ng_1538|ng_1197|ng_50|ng_1099|ng_847,ng_552
789,46,Re: Wanted: A to D hardware for a PC Article-I.D.:,MemGPT (approx),0,23.9709,ng_231|ng_387|ng_1519|ng_1912|ng_286,ng_675
789,47,Subject: Re: what to do with old 256k SIMMs? Organization:,MemGPT (approx),0,22.4825,ng_2113|ng_1417|ng_747|ng_1068|ng_616,ng_2011
789,48,"& Pirbhai help... Lines: 12 Hello, Has anyone used the",MemGPT (approx),1,22.6037,ng_1888|ng_273|ng_1184|ng_1958|ng_106,ng_1184
789,49,"Re: Organized Lobbying for Cryptography Organization: Stratus Computer, Software",MemGPT (approx),0,23.3521,ng_1123|ng_38|ng_1718|ng_1998|ng_660,ng_1560
789,50,Subject: New England Ham - Electronic Fleamarket Dates ** 1,MemGPT (approx),1,21.4466,ng_276|ng_1415|ng_1616|ng_860|ng_1829,ng_276
789,51,Re: IIci -> Q700 upgrade? Nntp-Posting-Host: daeron.mcrcim.mcgill.edu Organizati,MemGPT (approx),1,30.0539,ng_1449|ng_1583|ng_860|ng_2282|ng_1567,ng_1583
789,52,Subject: Re: text of White House announcement and Q&As on,MemGPT (approx),0,20.1947,ng_1449|ng_1829|ng_1724|ng_1124|ng_277,ng_2226
789,53,Re: Macs suck! Buy a PC! Nntp-Posting-Host: molbio.cbs.umn.edu Organization: Uni,MemGPT (approx),1,27.5679,ng_2323|ng_177|ng_2329|ng_1268|ng_465,ng_2323
789,54,ext. 8056) Subject: Re: What do Nuclear Site's Cooling Towers,MemGPT (approx),0,22.0115,ng_271|ng_1767|ng_2032|ng_1728|ng_12,ng_2037
789,55,"Re: Once tapped, your code is no good any more.",MemGPT (approx),0,19.4518,ng_691|ng_1507|ng_2254|ng_1137|ng_1700,ng_1479
789,56,Organization: The Internet Lines: 5 NNTP-Posting-Host: enterpoop.mit.edu To: XPE,MemGPT (approx),1,32.9564,ng_271|ng_1904|ng_255|ng_1379|ng_1143,ng_255
789,57,xwd segmentation fault Keywords: xwd X11 Organization: JHU/Applied Physics Labor,MemGPT (approx),1,22.8619,ng_1430|ng_1906|ng_1655|ng_356|ng_1368,ng_1906
789,58,Re: I want use DeskJet on System7 Nntp-Posting-Host: bcarh1ee Organization:,MemGPT (approx),1,24.1381,ng_674|ng_255|ng_787|ng_1088|ng_676,ng_674
789,59,Re: Suggestions on Audio relays ??? Organization: Megatest Corporation Lines:,MemGPT (approx),1,21.1044,ng_1853|ng_1305|ng_2203|ng_2162|ng_1341,ng_1853
789,60,"4-plane Xterminal (Do I want one?) Keywords: plane, Xterminal Organization:",MemGPT (approx),1,30.1892,ng_2262|ng_1012|ng_1333|ng_780|ng_1276,ng_2262
789,61,High level language compilers for uControllers ? Article-I.D.: stellenb.mabbot.3,MemGPT (approx),1,27.7082,ng_447|ng_1047|ng_451|ng_2030|ng_1532,ng_447
789,62,"Subject: Why do I need ""xrdb -m"" when .Xdefaults unchanged?",MemGPT (approx),1,22.6943,ng_1430|ng_356|ng_1573|ng_1266|ng_2156,ng_1266
789,63,Re: Fighting the Clipper Initiative Organization: Express Access Online Communic,MemGPT (approx),0,20.0116,ng_1379|ng_772|ng_726|ng_2212|ng_2061,ng_2052
789,64,Subject: Re: Fifth Amendment and Passwords Organization: Brought to you,MemGPT (approx),0,19.9424,ng_1408|ng_812|ng_153|ng_1366|ng_2147,ng_944
789,65,"Re: Once tapped, your code is no good any more.",MemGPT (approx),0,19.8542,ng_691|ng_1507|ng_2254|ng_1137|ng_1700,ng_2104
789,66,"Subject: Voltage Multiplier Problem. Organization: Computer Science, Liverpool U",MemGPT (approx),1,21.2937,ng_1257|ng_1750|ng_541|ng_1606|ng_2087,ng_1257
789,67,<news> Subject: Re: Xt intrinsics: slow popups Nntp-Posting-Host: tweety Reply-T,MemGPT (approx),1,26.808,ng_1806|ng_1711|ng_1044|ng_2348|ng_1179,ng_1711
789,68,"Subject: Re: Dayton Hamfest Organization: Senior, Electrical and Computer Engine",MemGPT (approx),1,21.0659,ng_271|ng_1616|ng_610|ng_2074|ng_1216,ng_610
789,69,"Keysym database problems Keywords: X, Motif Organization: CATT Centre at",MemGPT (approx),1,20.7015,ng_2326|ng_1505|wf02_d3_chunk_0|ng_1891|ng_1340,ng_2326
789,70,R5 table widget causing trouble with XtQueryGeometry Organization: Universitaet ,MemGPT (approx),1,24.8393,ng_805|ng_2326|ng_32|ng_328|ng_1276,ng_805
789,71,Re: Telephone on hook/off hok ok circuit Organization: Megatest Corporation,MemGPT (approx),1,21.113,ng_26|ng_952|ng_2249|ng_2139|ng_181,ng_26
789,72,"Re: Animation with XPutImage()? Organization: Dept. of Computer Science, TU",MemGPT (approx),1,21.5992,ng_2111|ng_817|ng_1352|ng_2202|ng_1108,ng_1352
789,73,Re: x86 ~= 680x0 ?? (How do they compare?) Organization:,MemGPT (approx),0,23.0799,ng_1519|ng_2299|ng_173|ng_1081|ng_1645,ng_685
789,74,Subject: Laser Writer IINTX upgrade kit Organization: Royal Melbourne Institute,MemGPT (approx),1,20.1491,ng_248|ng_855|ng_1863|ng_52|ng_1910,ng_855
789,75,"Subject: Re: Mix GL with X (Xlib,Xt,mwm) Nntp-Posting-Host: 211.2.1.65 Organizat",MemGPT (approx),1,29.707,ng_2181|ng_863|ng_1200|ng_648|ng_994,ng_994
789,76,Subject: Keyboard map for UK type 5 keyboard under X11/R5?,MemGPT (approx),1,20.6882,ng_1733|ng_106|ng_1576|ng_1340|ng_1826,ng_1733
789,77,Subject: Re: The source of that announcement Organization: NETCOM On-line,MemGPT (approx),1,24.9597,ng_271|ng_1736|ng_1449|ng_2218|ng_690,ng_2218
789,78,anybody have patched version of xroach for tvtwm??? Organization: NASA,MemGPT (approx),1,32.5484,ng_1430|ng_1012|ng_106|ng_1620|ng_1807,ng_1620
789,79,A StyleWriter II question Nntp-Posting-Host: miniac.etu.gel.ulaval.ca Organizati,MemGPT (approx),0,27.1374,ng_1379|ng_235|ng_2027|ng_2304|ng_255,ng_510
789,80,"Re: tvtwm & xsetroot, X11R5 and SPARCstation 10 keyboard Organization:",MemGPT (approx),1,25.0449,ng_1430|ng_2156|ng_1576|ng_1826|ng_106,ng_2156
789,81,Can you share one monitor w/ 2 cpus? Organization: Case,MemGPT (approx),1,20.6347,ng_1919|ng_1513|ng_738|ng_1500|ng_1034,ng_1919
789,82,Subject: Can Radio Freq. Be Used To Measure Distance? Organization:,MemGPT (approx),1,21.241,ng_165|ng_2107|ng_1301|ng_641|ng_971,ng_165
789,83,Subject: Re: your opinion of the LaserWriter Select 310? Article-I.D.:,MemGPT (approx),1,25.2539,ng_248|ng_52|ng_908|ng_1910|ng_1598,ng_248
789,84,"Subject: Re: How do I find my AppContext? Keywords: Context,",MemGPT (approx),1,22.597,ng_2187|ng_972|ng_319|ng_1699|ng_1858,ng_319
789,85,Re: Help with ultra-long timing Organization: Macquarie University Lines: 39,MemGPT (approx),1,20.2668,ng_1938|ng_2197|ng_1493|ng_684|ng_2118,ng_684
789,86,"Subject: Re: HELP INSTALL RAM ON CENTRIS 610 Organization: Sophomore,",MemGPT (approx),1,21.1143,ng_958|ng_562|ng_326|ng_149|ng_2309,ng_958
789,87,SI clock reports Summary: Request for SI clock poll Keywords:,MemGPT (approx),1,20.1068,ng_1869|ng_505|ng_2106|ng_1058|ng_1081,ng_2106
789,88,Re: Fifth Amendment and Passwords Nntp-Posting-Host: bistromath.mitre.org Organi,MemGPT (approx),1,25.7197,ng_1449|ng_1408|ng_1128|ng_944|ng_153,ng_1128
789,89,Subject: need ACS tutorial and/or netlist examples Originator: tsp@sp1 Keywords:,MemGPT (approx),1,24.3054,ng_1877|ng_271|ng_1904|ng_672|ng_1379,ng_1877
789,90,Radar detector DETECTORS? Organization: At UT? That's a joke. Lines:,MemGPT (approx),1,21.2831,ng_2153|ng_2215|ng_1688|ng_406|ng_2273,ng_2215
789,91,"Ask the ftp address of ""Kerberos Version 5 draft RFC""",MemGPT (approx),1,20.8097,ng_235|wf11_d1_chunk_0|ng_2157|ng_373|ng_1464,ng_235
789,92,Re: electronic odometers (was: Used BMW Question ..... ???) Organization:,MemGPT (approx),1,23.805,ng_1516|ng_1292|ng_324|ng_694|ng_71,ng_71
789,93,"Dept Info in Austrailia From: MATGBB@LURE.LATROBE.EDU.AU (BYRNES,Graham) Organiz",MemGPT (approx),1,28.9733,ng_2080|ng_1843|ng_1277|ng_744|ng_223,ng_2080
789,94,"""similarity"" too Organization: capriccioso X-Newsreader: TIN [version 1.1 PL6] L",MemGPT (approx),0,25.7322,ng_1435|ng_1888|ng_767|ng_1086|ng_1723,ng_2311
789,95,Re: text of White House announcement and Q&As on clipper,MemGPT (approx),0,20.1083,ng_1449|ng_1331|ng_277|ng_1347|ng_820,ng_849
789,96,built in video Article-I.D.: geraldo.1pqt5nINN605 Reply-To: bruceg@ccwf.cc.utexa,MemGPT (approx),0,34.4788,ng_1489|ng_2194|ng_1807|ng_1361|ng_1799,ng_1465
789,97,hand scanners? Organization: Lafayette College Lines: 6 Originator: news@lafcol ,MemGPT (approx),1,24.8912,ng_1698|ng_28|ng_298|ng_2094|ng_384,ng_1698
789,98,"Any recent information on Frescoe? Organization: CenterLine Software, Inc. Lines",MemGPT (approx),1,23.2639,ng_2150|ng_819|ng_1435|ng_1261|ng_1333,ng_2150
789,99,Re: Cable TVI interference Keywords: catv cable television tvi Organization:,MemGPT (approx),1,23.1989,ng_2159|ng_454|ng_1224|ng_2009|ng_1942,ng_2159
789,100,What is the JWT expiry policy for JWT Authentication?,MemGPT (approx),1,21.2948,wf01_s5_chunk_0|wf01_s1_chunk_0|wf01_d1_chunk_0|wf01_d2_chunk_0|wf01_d3_chunk_0,wf01_s1_chunk_0
789,101,How is JWT expiry implemented using PyJWT+Redis?,MemGPT (approx),1,22.2974,wf01_s1_chunk_0|wf01_d2_chunk_0|wf01_s5_chunk_0|wf01_d3_chunk_0|wf01_d1_chunk_0,wf01_s1_chunk_0
789,102,Find the backend standard for session token lifetime.,MemGPT (approx),1,22.5124,wf01_d3_chunk_0|wf01_d2_chunk_0|wf01_s1_chunk_0|wf01_s5_chunk_0|wf01_d1_chunk_0,wf01_s1_chunk_0|wf01_s4_chunk_0
789,103,Summarise the technical decision on session token lifetime during JWT Authentica,MemGPT (approx),0,25.6536,wf01_d3_chunk_0|wf01_d2_chunk_0|wf01_s5_chunk_0|wf01_d1_chunk_0|wf01_s1_chunk_0,wf01_s4_chunk_0
789,104,What is the final JWT expiry rule deployed to production after the sprint overri,MemGPT (approx),1,22.86,wf01_s5_chunk_0|wf01_s1_chunk_0|wf01_d1_chunk_0|wf01_d2_chunk_0|wf01_d3_chunk_0,wf01_s5_chunk_0
789,105,"Was the temporary 60-minute expiry change kept, or did we revert to the original",MemGPT (approx),1,25.0418,wf01_d2_chunk_0|wf01_d3_chunk_0|wf01_d1_chunk_0|wf01_s5_chunk_0|wf01_s1_chunk_0,wf01_s3_chunk_0|wf01_s5_chunk_0
789,106,Which document defines 15-minute expiry as the approved JWT expiry setting?,MemGPT (approx),1,22.0627,wf01_d1_chunk_0|wf01_s5_chunk_0|wf01_d2_chunk_0|wf01_s1_chunk_0|wf01_d3_chunk_0,wf01_s1_chunk_0
789,107,Confirm the architecture decision that adopted 15-minute expiry for JWT Authenti,MemGPT (approx),1,21.6205,wf01_s5_chunk_0|wf01_d1_chunk_0|wf01_s1_chunk_0|wf01_d2_chunk_0|wf01_d3_chunk_0,wf01_s1_chunk_0
789,108,What is the primary keys policy for Database Schema?,MemGPT (approx),1,19.3398,wf02_d1_chunk_0|wf02_d2_chunk_0|wf02_s5_chunk_0|wf02_s1_chunk_0|wf02_d3_chunk_0,wf02_s1_chunk_0
789,109,How is primary keys implemented using Alembic+PostgreSQL?,MemGPT (approx),1,21.3368,wf02_s1_chunk_0|wf02_d2_chunk_0|wf02_d1_chunk_0|wf02_d3_chunk_0|wf02_s5_chunk_0,wf02_s1_chunk_0
789,110,Find the backend standard for row identifier scheme.,MemGPT (approx),1,20.0407,wf02_s1_chunk_0|wf02_d3_chunk_0|wf02_d2_chunk_0|wf02_s4_chunk_0|wf02_s5_chunk_0,wf02_s1_chunk_0|wf02_s4_chunk_0
789,111,Summarise the technical decision on row identifier scheme during Database Schema,MemGPT (approx),1,22.8296,wf02_s4_chunk_0|wf02_d3_chunk_0|wf02_d1_chunk_0|wf02_s1_chunk_0|wf02_d2_chunk_0,wf02_s4_chunk_0
789,112,What is the final primary keys rule deployed to production after the sprint over,MemGPT (approx),1,20.6229,wf02_s5_chunk_0|wf02_d1_chunk_0|wf02_d2_chunk_0|wf02_s1_chunk_0|wf02_d3_chunk_0,wf02_s5_chunk_0
789,113,"Was the temporary auto-incrementing integer PKs change kept, or did we revert to",MemGPT (approx),1,25.4808,wf02_s5_chunk_0|wf02_s1_chunk_0|wf02_d3_chunk_0|wf02_d2_chunk_0|wf02_s3_chunk_0,wf02_s3_chunk_0|wf02_s5_chunk_0
789,114,Which document defines UUID primary keys as the approved primary keys setting?,MemGPT (approx),1,19.8433,wf02_s1_chunk_0|wf02_s5_chunk_0|wf02_d2_chunk_0|wf02_d1_chunk_0|wf02_d3_chunk_0,wf02_s1_chunk_0
789,115,Confirm the architecture decision that adopted UUID primary keys for Database Sc,MemGPT (approx),1,19.9716,wf02_s5_chunk_0|wf02_s1_chunk_0|wf02_d3_chunk_0|wf02_d2_chunk_0|wf02_d1_chunk_0,wf02_s1_chunk_0
789,116,What is the domain boundary policy for Microservice Context?,MemGPT (approx),1,20.0787,wf03_d1_chunk_0|wf03_s5_chunk_0|wf03_s1_chunk_0|wf03_d2_chunk_0|wf03_d3_chunk_0,wf03_s1_chunk_0
789,117,How is domain boundary implemented using gRPC+Protobuf?,MemGPT (approx),1,19.9283,wf03_s1_chunk_0|wf03_d1_chunk_0|wf03_s5_chunk_0|wf14_s1_chunk_0|wf14_d2_chunk_0,wf03_s1_chunk_0
789,118,Find the architecture standard for inter-service coupling.,MemGPT (approx),1,18.72,wf03_d3_chunk_0|wf03_s1_chunk_0|wf03_d2_chunk_0|wf03_d1_chunk_0|wf14_s1_chunk_0,wf03_s1_chunk_0|wf03_s4_chunk_0
789,119,Summarise the technical decision on inter-service coupling during Microservice C,MemGPT (approx),0,24.1621,wf03_d3_chunk_0|wf03_d2_chunk_0|wf03_d1_chunk_0|wf03_s1_chunk_0|wf03_s5_chunk_0,wf03_s4_chunk_0
789,120,What is the final domain boundary rule deployed to production after the sprint o,MemGPT (approx),1,20.9931,wf03_s5_chunk_0|wf03_d1_chunk_0|wf03_s1_chunk_0|wf04_s3_chunk_0|wf15_s3_chunk_0,wf03_s5_chunk_0
789,121,"Was the temporary shared database schema change kept, or did we revert to the or",MemGPT (approx),1,24.9561,wf03_d3_chunk_0|wf15_s3_chunk_0|wf02_s5_chunk_0|wf03_d2_chunk_0|wf03_s5_chunk_0,wf03_s3_chunk_0|wf03_s5_chunk_0
789,122,Which document defines strict domain boundary as the approved domain boundary se,MemGPT (approx),1,24.1179,wf03_s5_chunk_0|wf03_s1_chunk_0|wf03_d1_chunk_0|wf16_d1_chunk_0|wf04_s5_chunk_0,wf03_s1_chunk_0
789,123,Confirm the architecture decision that adopted strict domain boundary for Micros,MemGPT (approx),1,31.1052,wf03_s5_chunk_0|wf03_d1_chunk_0|wf03_s1_chunk_0|wf03_d3_chunk_0|wf03_d2_chunk_0,wf03_s1_chunk_0
789,124,What is the PR approvals policy for CI/CD Pipeline?,MemGPT (approx),1,20.332,wf04_s5_chunk_0|wf04_s3_chunk_0|wf04_d2_chunk_0|wf04_d1_chunk_0|wf04_s1_chunk_0,wf04_s1_chunk_0
789,125,How is PR approvals implemented using GitHub Actions?,MemGPT (approx),1,22.2395,wf04_s1_chunk_0|wf04_d2_chunk_0|wf04_s5_chunk_0|wf04_d1_chunk_0|wf04_s3_chunk_0,wf04_s1_chunk_0
789,126,Find the devops standard for merge gate policy.,MemGPT (approx),1,19.5488,wf04_s1_chunk_0|wf04_s5_chunk_0|wf04_d2_chunk_0|wf04_d1_chunk_0|wf03_s5_chunk_0,wf04_s1_chunk_0|wf04_s4_chunk_0
789,127,Summarise the technical decision on merge gate policy during CI/CD Pipeline desi,MemGPT (approx),0,24.0585,wf04_s1_chunk_0|wf04_s5_chunk_0|wf04_d2_chunk_0|wf04_d1_chunk_0|wf04_s3_chunk_0,wf04_s4_chunk_0
789,128,What is the final PR approvals rule deployed to production after the sprint over,MemGPT (approx),1,21.9437,wf04_s5_chunk_0|wf04_s3_chunk_0|wf04_d1_chunk_0|wf04_d2_chunk_0|wf15_s3_chunk_0,wf04_s5_chunk_0
789,129,"Was the temporary admin bypass override change kept, or did we revert to the ori",MemGPT (approx),1,24.882,wf04_s3_chunk_0|wf01_s5_chunk_0|wf04_s5_chunk_0|wf03_s5_chunk_0|wf19_s5_chunk_0,wf04_s3_chunk_0|wf04_s5_chunk_0
789,130,Which document defines require 2 PR approvals as the approved PR approvals setti,MemGPT (approx),1,23.67,wf04_d2_chunk_0|wf04_d1_chunk_0|wf04_s5_chunk_0|wf04_s1_chunk_0|wf16_d1_chunk_0,wf04_s1_chunk_0
789,131,Confirm the architecture decision that adopted require 2 PR approvals for CI/CD ,MemGPT (approx),1,22.3055,wf04_s1_chunk_0|wf04_d2_chunk_0|wf04_s5_chunk_0|wf04_d1_chunk_0|wf04_s3_chunk_0,wf04_s1_chunk_0
789,132,What is the trace sampling policy for Observability Stack?,MemGPT (approx),1,20.1657,wf05_d2_chunk_0|wf05_s5_chunk_0|wf05_d1_chunk_0|wf05_s1_chunk_0|wf05_d3_chunk_0,wf05_s1_chunk_0
789,133,How is trace sampling implemented using OpenTelemetry?,MemGPT (approx),1,19.8598,wf05_s1_chunk_0|wf05_d2_chunk_0|wf05_s3_chunk_0|wf05_d3_chunk_0|wf05_d1_chunk_0,wf05_s1_chunk_0
789,134,Find the devops standard for telemetry capture rate.,MemGPT (approx),1,20.2417,wf05_s1_chunk_0|wf05_d2_chunk_0|wf05_d1_chunk_0|wf05_s3_chunk_0|wf05_s4_chunk_0,wf05_s1_chunk_0|wf05_s4_chunk_0
789,135,Summarise the technical decision on telemetry capture rate during Observability ,MemGPT (approx),1,22.2601,wf05_s1_chunk_0|wf05_s4_chunk_0|wf05_d1_chunk_0|wf05_d3_chunk_0|wf05_s3_chunk_0,wf05_s4_chunk_0
789,136,What is the final trace sampling rule deployed to production after the sprint ov,MemGPT (approx),0,21.2572,wf05_s3_chunk_0|wf05_d2_chunk_0|wf05_d1_chunk_0|wf05_d3_chunk_0|wf05_s1_chunk_0,wf05_s5_chunk_0
789,137,"Was the temporary 100% full trace sampling change kept, or did we revert to the ",MemGPT (approx),1,25.347,wf05_d2_chunk_0|wf05_s3_chunk_0|wf05_d1_chunk_0|wf05_s1_chunk_0|wf05_d3_chunk_0,wf05_s3_chunk_0|wf05_s5_chunk_0
789,138,Which document defines 10% trace sampling as the approved trace sampling setting,MemGPT (approx),1,20.7762,wf05_d2_chunk_0|wf05_d1_chunk_0|wf05_s1_chunk_0|wf05_d3_chunk_0|wf05_s3_chunk_0,wf05_s1_chunk_0
