dataset,query_idx,query_type,system,query,recall@1,recall@3,recall@5,mrr,latency_ms
MS-MARCO,819,exact,lexical,what is the incubation period for hpv,0.0,0.0,1.0,0.2,102.0682
MS-MARCO,820,exact,lexical,what are deltoids,0.0,0.0,0.0,0.0,67.4502
MS-MARCO,821,exact,lexical,what causes abscess,0.0,0.0,1.0,0.2,60.479
MS-MARCO,822,exact,lexical,what is protected extensible authentication protocol,1.0,1.0,1.0,1.0,106.35
MS-MARCO,823,exact,lexical,what genus is human,0.0,0.0,0.0,0.0,50.6711
MS-MARCO,824,exact,lexical,what is a pupillary reflex important,0.0,0.0,0.0,0.0,105.8984
MS-MARCO,825,exact,lexical,what age can withdraw ira,1.0,1.0,1.0,1.0,93.9083
MS-MARCO,826,exact,lexical,hurricanes in hawaii that did most damage,0.0,0.0,1.0,0.2,99.6346
MS-MARCO,827,exact,lexical,what is fire blight,0.0,1.0,1.0,0.3333333333333333,92.4617
MS-MARCO,828,exact,lexical,what elements does sodium chloride contain,0.0,0.0,1.0,0.25,75.3203
MS-MARCO,829,exact,lexical,how long to keep tax returns,0.0,0.0,0.0,0.0,95.8188
MS-MARCO,830,exact,lexical,where is tanjung pelepas port,0.0,0.0,0.0,0.0,88.5886
MS-MARCO,831,exact,lexical,are possums nocturnal,0.0,0.0,0.0,0.0,54.8736
MS-MARCO,832,exact,lexical,What is the meaning of the song purple rain?,0.0,0.0,0.0,0.0,140.1756
MS-MARCO,833,exact,lexical,is albufeira safe,0.0,1.0,1.0,0.5,55.2669
MS-MARCO,834,exact,lexical,what nutrients does a teenager need,0.0,0.0,0.0,0.0,106.9139
MS-MARCO,835,exact,lexical,What are the names of the salivary glands located anterior to the ear,0.0,0.0,1.0,0.2,203.8429
MS-MARCO,836,exact,lexical,average cost of CoolSculpting,1.0,1.0,1.0,1.0,56.3705
MS-MARCO,837,exact,lexical,how long do you boil an egg for,1.0,1.0,1.0,1.0,121.1046
MS-MARCO,838,exact,lexical,what is gme in dogs,0.0,1.0,1.0,0.3333333333333333,96.4193
MS-MARCO,839,exact,lexical,how long does it take to get checks,0.0,0.0,0.0,0.0,108.0624
MS-MARCO,840,exact,lexical,what did the hopi people live in,0.0,1.0,1.0,0.5,98.0774
MS-MARCO,841,exact,lexical,what is the total fee for a petition,0.0,1.0,1.0,0.5,147.8404
MS-MARCO,842,exact,lexical,how many substitutes in a football team,1.0,1.0,1.0,1.0,111.2792
MS-MARCO,843,exact,lexical,what is the yearly pay for a civil engineer,0.0,0.0,0.0,0.0,121.6822
MS-MARCO,844,exact,lexical,what is rhizome,0.0,0.0,0.0,0.0,47.6864
MS-MARCO,845,exact,lexical,justify renting costs,0.0,0.0,0.0,0.0,36.0957
MS-MARCO,846,exact,lexical,gestation period for chickens,1.0,1.0,1.0,1.0,70.0169
MS-MARCO,847,exact,lexical,what is hrm responsibilities,1.0,1.0,1.0,1.0,62.1301
MS-MARCO,848,exact,lexical,what common bacteria cause eye infections,1.0,1.0,1.0,1.0,107.9911
MS-MARCO,849,exact,lexical,what degree do you need to be an energy engineer,0.0,0.0,0.0,0.0,142.8383
MS-MARCO,850,exact,lexical,what did the jay treaty do for the americans,0.0,1.0,1.0,0.5,119.1826
MS-MARCO,851,exact,lexical,what diseases do mosquito carry,0.0,1.0,1.0,0.5,98.4229
MS-MARCO,852,exact,lexical,what does hafnium do for the human body,1.0,1.0,1.0,1.0,124.7889
MS-MARCO,853,exact,lexical,how do the nhl playoff matchups work,0.0,1.0,1.0,0.5,118.3554
MS-MARCO,854,exact,lexical,what is a civils contractor,0.0,0.0,0.0,0.0,77.3754
MS-MARCO,855,exact,lexical,can i still use outdated sunscreen,0.0,1.0,1.0,0.3333333333333333,92.8143
MS-MARCO,856,exact,lexical,how long can you store hard boiled eggs in fridge,0.0,0.0,1.0,0.25,174.2587
MS-MARCO,857,exact,lexical,macrovascular complications definition,0.0,0.0,1.0,0.2,42.2807
MS-MARCO,858,exact,lexical,haltom city zip code,1.0,1.0,1.0,1.0,71.2107
MS-MARCO,859,exact,lexical,how does one avoid unsupportable claims in an essay,0.0,0.0,1.0,0.25,128.4145
MS-MARCO,860,exact,lexical,how much higher is rmr than bmr,1.0,1.0,1.0,1.0,146.8519
MS-MARCO,861,exact,lexical,what does ankh symbol mean,0.0,0.0,0.0,0.0,65.8748
MS-MARCO,862,exact,lexical,erythroid tissue definition,0.0,0.0,0.0,0.0,43.2182
MS-MARCO,863,exact,lexical,what type of toxin is arsenic,0.0,0.0,0.0,0.0,94.8583
MS-MARCO,864,exact,lexical,what functional group is adipoyl chloride,0.0,1.0,1.0,0.5,99.0596
MS-MARCO,865,exact,lexical,what is a vacuum forming,0.0,1.0,1.0,0.3333333333333333,100.6317
MS-MARCO,866,exact,lexical,reckless endangerment felony or misdemeanor,0.0,0.0,1.0,0.2,90.3793
MS-MARCO,867,exact,lexical,passing of stool with gas and pain many times a day,0.0,0.0,0.0,0.0,167.6524
MS-MARCO,868,exact,lexical,difference between plant air and instrument air,0.0,0.0,1.0,0.2,132.993
MS-MARCO,869,exact,lexical,what is biomedical ethics,0.0,1.0,1.0,0.3333333333333333,92.3471
MS-MARCO,870,exact,lexical,what is pulmonary distance,0.0,0.0,0.0,0.0,58.4821
MS-MARCO,871,exact,lexical,lorazepam dose for sleep,1.0,1.0,1.0,1.0,57.8281
MS-MARCO,872,exact,lexical,what are signs of liver problems from alcohol,0.0,0.0,0.0,0.0,124.1146
MS-MARCO,873,exact,lexical,how much does a giant flemish rabbits weigh,1.0,1.0,1.0,1.0,143.4431
MS-MARCO,874,exact,lexical,what do Normal curves in the vertebral column provide,1.0,1.0,1.0,1.0,149.2283
MS-MARCO,875,exact,lexical,what is bartonella,1.0,1.0,1.0,1.0,53.2383
MS-MARCO,876,exact,lexical,costco cost of copying,0.0,0.0,0.0,0.0,56.3136
MS-MARCO,877,exact,lexical,what does ounce mean,0.0,0.0,0.0,0.0,62.5012
MS-MARCO,878,exact,lexical,what is the food like in greece,0.0,0.0,0.0,0.0,141.8138
MS-MARCO,879,exact,lexical,did germany start the european union,0.0,0.0,0.0,0.0,106.478
MS-MARCO,880,exact,lexical,what are ornamental plants,0.0,1.0,1.0,0.5,78.3074
MS-MARCO,881,exact,lexical,what does cholesterol do to the lipid bilayer,0.0,0.0,1.0,0.2,118.243
MS-MARCO,882,exact,lexical,what does disclosure mean under hipaa,0.0,1.0,1.0,0.5,111.5677
MS-MARCO,883,exact,lexical,what is mfr,1.0,1.0,1.0,1.0,47.0585
MS-MARCO,884,exact,lexical,what was the treaty of tordesillas,1.0,1.0,1.0,1.0,82.9563
MS-MARCO,885,exact,lexical,what does mufasa mean,0.0,0.0,0.0,0.0,67.2042
MS-MARCO,886,exact,lexical,much tax will i pay,0.0,0.0,0.0,0.0,67.9814
MS-MARCO,887,exact,lexical,who is helen schucman,0.0,1.0,1.0,0.3333333333333333,76.819
MS-MARCO,888,exact,lexical,what state means great river,0.0,0.0,0.0,0.0,81.293
MS-MARCO,889,exact,lexical,which kingdom do single celled organisms that do not have a nucleus belong in,0.0,1.0,1.0,0.3333333333333333,205.7122
MS-MARCO,890,exact,lexical,new orleans average temperature,0.0,0.0,1.0,0.25,72.772
MS-MARCO,891,exact,lexical,hpv vaccine cost,0.0,0.0,1.0,0.25,60.1596
MS-MARCO,892,exact,lexical,what animal is uniqua from backyardigans,0.0,0.0,0.0,0.0,95.3703
MS-MARCO,893,exact,lexical,what is agency debt,0.0,1.0,1.0,0.5,79.514
MS-MARCO,894,exact,lexical,DNA that is derived from the DNA of two or more different species is called,0.0,1.0,1.0,0.5,196.5652
MS-MARCO,895,exact,lexical,typical aso service fee,0.0,1.0,1.0,0.5,91.7596
MS-MARCO,896,exact,lexical,what is shtml,0.0,1.0,1.0,0.5,45.9964
MS-MARCO,897,exact,lexical,what is assimilation psychology,0.0,0.0,1.0,0.25,54.9022
MS-MARCO,898,exact,lexical,what heath good does turmeric,0.0,0.0,0.0,0.0,84.4445
MS-MARCO,899,exact,lexical,private college cost,0.0,1.0,1.0,0.3333333333333333,45.4424
MS-MARCO,900,exact,lexical,what does the name raven mean,0.0,1.0,1.0,0.5,109.3414
MS-MARCO,901,exact,lexical,inside sales representative vs outside sales representative,0.0,1.0,1.0,0.3333333333333333,106.733
MS-MARCO,902,exact,lexical,what regulates calcium levels,0.0,0.0,1.0,0.25,58.0829
MS-MARCO,903,exact,lexical,average cost to repair car radiator,0.0,1.0,1.0,0.5,113.6248
MS-MARCO,904,exact,lexical,what is peripheral vestibular disorder,0.0,1.0,1.0,0.3333333333333333,83.8061
MS-MARCO,905,exact,lexical,definition of scavenger for kids,1.0,1.0,1.0,1.0,75.9611
MS-MARCO,906,exact,lexical,what kind of soil is the himalayas,0.0,1.0,1.0,0.3333333333333333,127.936
MS-MARCO,907,exact,lexical,average cost for an acre of land in arizona,1.0,1.0,1.0,1.0,159.7032
MS-MARCO,908,exact,lexical,meaning of the name androulla,0.0,0.0,0.0,0.0,57.9165
MS-MARCO,909,exact,lexical,is vetch edible,0.0,1.0,1.0,0.3333333333333333,73.3231
MS-MARCO,910,exact,lexical,what causes hepatitis a b and c,1.0,1.0,1.0,1.0,100.9029
MS-MARCO,911,exact,lexical,how much do hobby lobby employees make an hour,0.0,0.0,0.0,0.0,144.2139
MS-MARCO,912,exact,lexical,why did charles bukowski write dirty realism',0.0,1.0,1.0,0.5,129.9356
MS-MARCO,913,exact,lexical,can an average person reach machu picchu,1.0,1.0,1.0,1.0,134.7143
MS-MARCO,914,exact,lexical,meaning of sparing,0.0,0.0,1.0,0.2,53.4306
MS-MARCO,915,exact,lexical,are peace lilies poisonous if eaten,0.0,1.0,1.0,0.5,76.0572
MS-MARCO,916,exact,lexical,what is potassium permanganate good for,0.0,0.0,1.0,0.25,103.6925
MS-MARCO,917,exact,lexical,cost of neograft,0.0,0.0,1.0,0.25,70.6919
MS-MARCO,918,exact,lexical,what causes very foul smelling stools,0.0,1.0,1.0,0.3333333333333333,116.7697
MS-MARCO,919,exact,lexical,average building cost per square foot denver,1.0,1.0,1.0,1.0,133.3209
MS-MARCO,920,exact,lexical,how to fix column width in pivot table,0.0,1.0,1.0,0.3333333333333333,133.5255
MS-MARCO,921,exact,lexical,what is a brachiopod,0.0,0.0,0.0,0.0,70.2395
MS-MARCO,922,exact,lexical,what is determiners,0.0,1.0,1.0,0.5,39.3156
MS-MARCO,923,exact,lexical,what is smi company,0.0,0.0,1.0,0.25,64.3634
MS-MARCO,924,exact,lexical,how much does a log cabin home cost to build,0.0,0.0,0.0,0.0,171.4485
MS-MARCO,925,exact,lexical,how to use movie maker,0.0,0.0,0.0,0.0,110.6172
MS-MARCO,926,exact,lexical,meaning of name soraya,1.0,1.0,1.0,1.0,64.9588
MS-MARCO,927,exact,lexical,difference between upstream and downstream oil and gas,0.0,0.0,1.0,0.25,123.7619
MS-MARCO,928,exact,lexical,What are the significant differences between continental ice caps and alpine glaciers”?,0.0,0.0,1.0,0.25,238.3969
MS-MARCO,929,exact,lexical,disease is something which causes,1.0,1.0,1.0,1.0,120.4203
MS-MARCO,930,exact,lexical,how quickly can you get pregnant after the implant,0.0,0.0,1.0,0.2,145.8658
MS-MARCO,931,exact,lexical,why is the leaning tower of pisa leaning,1.0,1.0,1.0,1.0,155.1266
MS-MARCO,932,exact,lexical,how you can become a CPA,0.0,0.0,0.0,0.0,98.4652
MS-MARCO,933,exact,lexical,where does bachata originate from,0.0,0.0,1.0,0.25,70.7445
MS-MARCO,934,exact,lexical,what is a minority government?,0.0,1.0,1.0,0.3333333333333333,79.6911
MS-MARCO,935,exact,lexical,what county is mckinney tx in,0.0,0.0,1.0,0.2,112.1605
MS-MARCO,936,exact,lexical,kazakhstan location,0.0,1.0,1.0,0.5,22.6536
MS-MARCO,937,exact,lexical,estimated cost of repair to a switch for electric auto window,0.0,0.0,0.0,0.0,159.4211
MS-MARCO,938,exact,lexical,is fermented food good for allergies,1.0,1.0,1.0,1.0,102.9268
MS-MARCO,939,exact,lexical,UTEP tuition and fees,0.0,0.0,0.0,0.0,58.5177
MS-MARCO,940,exact,lexical,how to cook pre-smoked turkey legs in the oven,0.0,1.0,1.0,0.5,153.685
MS-MARCO,941,exact,lexical,what are people from china called,1.0,1.0,1.0,1.0,119.902
MS-MARCO,942,exact,lexical,average wage per hour for babysitting,1.0,1.0,1.0,1.0,81.1083
MS-MARCO,943,exact,lexical,what size is the human eye,0.0,0.0,0.0,0.0,101.049
MS-MARCO,944,exact,lexical,what is a parasitic infection,0.0,1.0,1.0,0.3333333333333333,89.9144
MS-MARCO,945,exact,lexical,is als disease curable,0.0,1.0,1.0,0.3333333333333333,49.8042
MS-MARCO,946,exact,lexical,what legislation was passed due to civil rights movement,0.0,0.0,1.0,0.2,127.3108
MS-MARCO,947,exact,lexical,what technology is used to detect earthquakes,0.0,1.0,1.0,0.5,127.3728
MS-MARCO,948,exact,lexical,what is the primary somatosensory cortex responsible for,0.0,0.0,0.0,0.0,130.9348
MS-MARCO,949,exact,lexical,what is kelp powder good for,0.0,0.0,0.0,0.0,79.8758
MS-MARCO,950,exact,lexical,what is jacketing,0.0,0.0,0.0,0.0,40.2788
MS-MARCO,951,exact,lexical,what genre is disney,0.0,0.0,0.0,0.0,63.0917
MS-MARCO,952,exact,lexical,name meaning caroline,1.0,1.0,1.0,1.0,39.6178
MS-MARCO,953,exact,lexical,what does the epidermis do in a flower plant,0.0,1.0,1.0,0.5,131.5314
MS-MARCO,954,exact,lexical,what is montelukast,0.0,0.0,0.0,0.0,59.8526
MS-MARCO,955,exact,lexical,when you order an item in listview the stocks will automatically deducted c#,0.0,0.0,0.0,0.0,194.247
MS-MARCO,956,exact,lexical,shorter university tuition cost,1.0,1.0,1.0,1.0,71.477
MS-MARCO,957,exact,lexical,what is the salary range of a paralegal,1.0,1.0,1.0,1.0,142.9239
MS-MARCO,958,exact,lexical,does seatac have special first class tsa lines,1.0,1.0,1.0,1.0,103.4016
MS-MARCO,959,exact,lexical,what is an alias name vs preferred name,0.0,0.0,1.0,0.25,122.1372
MS-MARCO,960,exact,lexical,what is snaketown,0.0,0.0,1.0,0.2,50.9653
MS-MARCO,961,exact,lexical,how to stop dogs from chewing rugs,0.0,0.0,0.0,0.0,121.0036
MS-MARCO,962,exact,lexical,what is cane grass in queensland,1.0,1.0,1.0,1.0,113.1605
MS-MARCO,963,exact,lexical,what is roast beef made of,0.0,1.0,1.0,0.5,90.6847
MS-MARCO,964,exact,lexical,how much do church workers make,0.0,0.0,0.0,0.0,95.367
MS-MARCO,965,exact,lexical,what direction does the spleen do,0.0,0.0,0.0,0.0,83.5012
MS-MARCO,966,exact,lexical,how long to cook a boneless lamb leg,0.0,0.0,0.0,0.0,144.0978
MS-MARCO,967,exact,lexical,describe a reflex arc that consists of two neurons,0.0,1.0,1.0,0.3333333333333333,131.1923
MS-MARCO,968,exact,lexical,what is travel retail industry,0.0,0.0,0.0,0.0,90.0396
MS-MARCO,969,exact,lexical,why is it necessary that we have a transport system in the human body,0.0,0.0,0.0,0.0,218.7067
MS-MARCO,970,exact,lexical,Genetic markers show the presence of a predisposition to a disease or condition by,0.0,1.0,1.0,0.5,214.9382
MS-MARCO,971,exact,lexical,what is lacunar infarct,0.0,0.0,1.0,0.25,68.9289
MS-MARCO,972,exact,lexical,what is chemical reaction,0.0,0.0,0.0,0.0,45.6713
MS-MARCO,973,exact,lexical,what is the function of the nerve supply,0.0,0.0,0.0,0.0,111.8029
MS-MARCO,974,exact,lexical,average temperature jindabyne,1.0,1.0,1.0,1.0,50.7931
MS-MARCO,975,exact,lexical,what is the origin of the family name falcon,0.0,0.0,0.0,0.0,157.3168
MS-MARCO,976,exact,lexical,what term is tranquility,0.0,0.0,0.0,0.0,69.803
MS-MARCO,977,exact,lexical,how to cook a duck in the oven,0.0,1.0,1.0,0.3333333333333333,126.1468
MS-MARCO,978,exact,lexical,what is technical perspective,0.0,1.0,1.0,0.5,53.5211
MS-MARCO,979,exact,lexical,what is the foramen ovale,0.0,1.0,1.0,0.5,64.1089
MS-MARCO,980,exact,lexical,how much liquid does an evod hold,1.0,1.0,1.0,1.0,111.522
MS-MARCO,981,exact,lexical,what class or phylum are earthworms,0.0,0.0,0.0,0.0,84.9208
MS-MARCO,982,exact,lexical,what minerals are in oatmeal,1.0,1.0,1.0,1.0,84.8923
MS-MARCO,983,exact,lexical,what do organ systems that work together form,0.0,0.0,1.0,0.25,131.5732
MS-MARCO,984,exact,lexical,average to get into harvard,0.0,0.0,1.0,0.25,84.539
MS-MARCO,985,exact,lexical,is asparagus fern a perennial,0.0,0.0,1.0,0.2,92.3943
MS-MARCO,986,exact,lexical,asphalt shingles average lifespan,1.0,1.0,1.0,1.0,58.9197
MS-MARCO,987,exact,lexical,how to start a doggie daycare business from home,0.0,0.0,0.0,0.0,138.8352
MS-MARCO,988,exact,lexical,why is this reaction called a hydrolytic reaction,0.0,0.0,0.0,0.0,122.6974
MS-MARCO,989,exact,lexical,how to get index value of list in collection by passing a value in java,0.0,1.0,1.0,0.3333333333333333,224.072
MS-MARCO,990,exact,lexical,what is the cellular characteristic that distinguishes kingdom eubacteria and archaebacteria from members of the other f,0.0,0.0,0.0,0.0,291.4487
MS-MARCO,991,exact,lexical,different types of naturally occurring polymers,0.0,1.0,1.0,0.5,85.4353
MS-MARCO,992,exact,lexical,what is comfrey good for,0.0,1.0,1.0,0.3333333333333333,97.8404
MS-MARCO,993,exact,lexical,what does uber alles mean,1.0,1.0,1.0,1.0,64.4651
MS-MARCO,994,exact,lexical,how many hours does the average person volunteer,0.0,0.0,0.0,0.0,136.9549
MS-MARCO,995,exact,lexical,what makes a disease monogenic,0.0,0.0,0.0,0.0,85.4234
MS-MARCO,996,exact,lexical,what is the name of the sugar molecule in the dna helix,0.0,0.0,1.0,0.2,187.6728
MS-MARCO,997,exact,lexical,how to stimulate my brain,0.0,1.0,1.0,0.5,105.976
MS-MARCO,998,exact,lexical,average amount spent on textbooks per semester,0.0,0.0,1.0,0.25,94.0559
MS-MARCO,999,exact,lexical,what is vestibular rehabilitation,0.0,0.0,0.0,0.0,50.7849
MS-MARCO,1000,exact,lexical,what preacher's name is lester felty,0.0,0.0,0.0,0.0,102.1045
MS-MARCO,1001,exact,lexical,what type of climate is hay grown in,1.0,1.0,1.0,1.0,114.3707
MS-MARCO,1002,exact,lexical,does windows phones have apps,0.0,0.0,0.0,0.0,98.2287
MS-MARCO,1003,exact,lexical,what did aristotle believe earth was made of,0.0,1.0,1.0,0.3333333333333333,137.3781
MS-MARCO,1004,exact,lexical,what is the submandibular gland function,0.0,0.0,1.0,0.25,105.1012
MS-MARCO,1005,exact,lexical,who originally sang all along the watchtower,0.0,0.0,1.0,0.2,96.8969
MS-MARCO,1006,exact,lexical,how long it takes to get mcse,0.0,0.0,1.0,0.25,116.3992
MS-MARCO,1007,exact,lexical,where is nicaragua located on the map,0.0,1.0,1.0,0.3333333333333333,121.4344
MS-MARCO,1008,exact,lexical,how long should you bake chicken legs,1.0,1.0,1.0,1.0,111.7364
MS-MARCO,1009,exact,lexical,examples of opportunistic fungi,1.0,1.0,1.0,1.0,59.3159
MS-MARCO,1010,exact,lexical,how long does it take to cook a turkey on gas grill,0.0,0.0,0.0,0.0,167.6314
MS-MARCO,1011,exact,lexical,what is the thyroid responsible for,1.0,1.0,1.0,1.0,98.44
MS-MARCO,1012,exact,lexical,jargon define,0.0,1.0,1.0,0.5,38.6538
MS-MARCO,1013,exact,lexical,what is the difference turmeric root from ginger root,0.0,0.0,1.0,0.25,139.9225
MS-MARCO,1014,exact,lexical,required amount of fiber per day,0.0,1.0,1.0,0.3333333333333333,99.4739
MS-MARCO,1015,exact,lexical,what is a system boiler,1.0,1.0,1.0,1.0,67.8865
MS-MARCO,1016,exact,lexical,what bachelor degrees can get you into law,0.0,1.0,1.0,0.3333333333333333,118.0924
MS-MARCO,1017,exact,lexical,what is another name for skeletal muscle tissue,0.0,0.0,0.0,0.0,170.6215
MS-MARCO,1018,exact,lexical,how much is physician assistant program,1.0,1.0,1.0,1.0,101.6321
MS-MARCO,1019,exact,lexical,do planks work abs,0.0,0.0,0.0,0.0,57.4511
MS-MARCO,1020,exact,lexical,screening test definition,0.0,1.0,1.0,0.3333333333333333,65.7361
MS-MARCO,1021,exact,lexical,what is a cheesecloth used for,1.0,1.0,1.0,1.0,87.9959
MS-MARCO,1022,exact,lexical,how to cure stomach cramps,0.0,1.0,1.0,0.5,88.7597
MS-MARCO,1023,exact,lexical,caspian name definition,0.0,1.0,1.0,0.3333333333333333,44.0593
MS-MARCO,1024,exact,lexical,history of the civil war era time period,0.0,1.0,1.0,0.3333333333333333,111.8759
MS-MARCO,1025,exact,lexical,how long does it take for kidney stones to pass,0.0,0.0,1.0,0.25,166.3145
MS-MARCO,1026,exact,lexical,Liquid Measurements Metric,0.0,0.0,0.0,0.0,64.9681
MS-MARCO,1027,exact,lexical,what is biphasic action potential,1.0,1.0,1.0,1.0,75.461
MS-MARCO,1028,exact,lexical,gene family definition,0.0,0.0,1.0,0.2,56.8274
MS-MARCO,1029,exact,lexical,what is the difference between scripting language and programming language,0.0,0.0,1.0,0.25,174.5284
MS-MARCO,1030,exact,lexical,what is uncas jewelry,0.0,1.0,1.0,0.3333333333333333,52.0335
MS-MARCO,1031,exact,lexical,lpn average salary canada,1.0,1.0,1.0,1.0,70.9541
MS-MARCO,1032,exact,lexical,getting rid of hornworms tomatoes,0.0,0.0,1.0,0.2,68.3009
MS-MARCO,1033,exact,lexical,what level of oxygen is dangerous,0.0,0.0,1.0,0.2,107.009
MS-MARCO,1034,exact,lexical,what did gerhard domagk invent,0.0,1.0,1.0,0.3333333333333333,63.0862
MS-MARCO,1035,exact,lexical,how does stress affect teenagers health,0.0,0.0,1.0,0.2,96.8278
MS-MARCO,1036,exact,lexical,what does adipose tissue do,1.0,1.0,1.0,1.0,87.4802
MS-MARCO,1037,exact,lexical,what is the longest english word,0.0,0.0,0.0,0.0,78.5764
MS-MARCO,1038,exact,lexical,example of a dictatorship,1.0,1.0,1.0,1.0,65.5661
MS-MARCO,1039,exact,lexical,who named the cell phone,1.0,1.0,1.0,1.0,73.3962
MS-MARCO,1040,exact,lexical,how are human mitochondria inherited,0.0,1.0,1.0,0.3333333333333333,89.5152
MS-MARCO,1041,exact,lexical,lancelot definition,0.0,0.0,1.0,0.25,34.4055
MS-MARCO,1042,exact,lexical,what is atrial myocardial function,0.0,0.0,0.0,0.0,68.2855
MS-MARCO,1043,exact,lexical,what is foh manager,0.0,1.0,1.0,0.5,71.3997
MS-MARCO,1044,exact,lexical,should i turn off my ice maker when going away for a few months ?,0.0,0.0,0.0,0.0,205.9658
MS-MARCO,1045,exact,lexical,what are berms,1.0,1.0,1.0,1.0,41.3287
MS-MARCO,1046,exact,lexical,when should i start heartworm medication,0.0,1.0,1.0,0.5,111.7985
MS-MARCO,1047,exact,lexical,don bradman where was he born,1.0,1.0,1.0,1.0,81.9526
MS-MARCO,1048,exact,lexical,largest sausage in the world,1.0,1.0,1.0,1.0,69.3544
MS-MARCO,1049,exact,lexical,what is sleights north yorkshire like,0.0,1.0,1.0,0.5,88.6181
MS-MARCO,1050,exact,lexical,cost to reside a house in vinyl,0.0,0.0,1.0,0.2,102.6808
MS-MARCO,1051,exact,lexical,HOW TO INSTALL RELAY BOARD ON WALL OVEN,0.0,1.0,1.0,0.5,125.426
MS-MARCO,1052,exact,lexical,how many eggs does a mallard lay,0.0,0.0,1.0,0.25,111.075
MS-MARCO,1053,exact,lexical,who did the early christian persecution,0.0,0.0,0.0,0.0,81.9064
MS-MARCO,1054,exact,lexical,calories in a egg,0.0,0.0,1.0,0.2,59.3398
MS-MARCO,1055,exact,lexical,definition of kehilla,0.0,0.0,0.0,0.0,40.8948
MS-MARCO,1056,exact,lexical,what are regional movements that occur in the small intestine and function to churn and fragment the digestive materials,0.0,0.0,0.0,0.0,328.5905
MS-MARCO,1057,exact,lexical,dental hygienist salary alberta,0.0,0.0,1.0,0.2,58.3292
MS-MARCO,1058,exact,lexical,what makes it a persian rug,0.0,0.0,0.0,0.0,84.1953
MS-MARCO,1059,exact,lexical,meaning of name takaki,0.0,1.0,1.0,0.5,72.5092
MS-MARCO,1060,exact,lexical,what county is berkeley ca,0.0,1.0,1.0,0.3333333333333333,73.8061
MS-MARCO,1061,exact,lexical,salary of physiotherapist,1.0,1.0,1.0,1.0,59.6749
MS-MARCO,1062,exact,lexical,what temperature can aloe survive,0.0,0.0,1.0,0.2,66.1046
MS-MARCO,1063,exact,lexical,what is the carbohydrates that is your body primary source of energy,0.0,1.0,1.0,0.5,207.0038
MS-MARCO,1064,exact,lexical,what is a birthstone,0.0,0.0,0.0,0.0,86.6286
MS-MARCO,1065,exact,lexical,what is a monoprint in art,0.0,0.0,0.0,0.0,94.7106
MS-MARCO,1066,exact,lexical,where are the savannas in africa,0.0,0.0,0.0,0.0,85.1689
MS-MARCO,1067,exact,lexical,what does anpr check,0.0,1.0,1.0,0.5,58.2899
MS-MARCO,1068,exact,lexical,can i take antihistamines with doxycycline,1.0,1.0,1.0,1.0,101.078
MS-MARCO,1069,exact,lexical,rashim name meaning,0.0,0.0,0.0,0.0,47.4128
MS-MARCO,1070,exact,lexical,how long to cook a pork tenderloin in oven,0.0,0.0,0.0,0.0,136.8977
MS-MARCO,1071,exact,lexical,Synonyms for the Word Hungry,0.0,0.0,0.0,0.0,90.982
MS-MARCO,1072,exact,lexical,what kind of food is offered at seder,0.0,0.0,1.0,0.2,122.8791
MS-MARCO,1073,exact,lexical,does surface pro has hotspot,1.0,1.0,1.0,1.0,91.6565
MS-MARCO,1074,exact,lexical,after cooked how soon to fridge,0.0,0.0,0.0,0.0,85.2386
MS-MARCO,1075,exact,lexical,how to restore straight razors,0.0,0.0,0.0,0.0,74.4569
MS-MARCO,1076,exact,lexical,how many pounds of coffee are roasted during small batch roasting,0.0,0.0,1.0,0.25,162.3995
MS-MARCO,1077,exact,lexical,what age do freckles disappear,0.0,0.0,0.0,0.0,70.3994
MS-MARCO,1078,exact,lexical,how much nicotine is considered a lethal dose for humans,0.0,0.0,0.0,0.0,172.5987
MS-MARCO,1079,exact,lexical,where is majorca,0.0,0.0,1.0,0.25,50.8061
MS-MARCO,1080,exact,lexical,significance of the golden gate bridge,0.0,0.0,0.0,0.0,101.9537
MS-MARCO,1081,exact,lexical,where is dilley texas,1.0,1.0,1.0,1.0,68.2064
MS-MARCO,1082,exact,lexical,what is the strongest type steel,1.0,1.0,1.0,1.0,88.2667
MS-MARCO,1083,exact,lexical,what is a unsaturated compound,1.0,1.0,1.0,1.0,90.2635
MS-MARCO,1084,exact,lexical,buying a car dealer vs. private seller,1.0,1.0,1.0,1.0,104.7344
MS-MARCO,1085,exact,lexical,how to find calculated t value,0.0,0.0,1.0,0.2,81.8754
MS-MARCO,1086,exact,lexical,what does embarrassed,1.0,1.0,1.0,1.0,47.7707
MS-MARCO,1087,exact,lexical,how much does truck broker make,0.0,0.0,0.0,0.0,86.5144
MS-MARCO,1088,exact,lexical,what are donairs,0.0,1.0,1.0,0.5,48.8639
MS-MARCO,1089,exact,lexical,what does a snake bite look like,0.0,0.0,0.0,0.0,101.2839
MS-MARCO,1090,exact,lexical,what type of muscle is responsible for contractions of the digestive tract and arteries,0.0,0.0,0.0,0.0,229.1574
MS-MARCO,1091,exact,lexical,what is interpreter,1.0,1.0,1.0,1.0,69.6821
MS-MARCO,1092,exact,lexical,what does ionic mean,0.0,0.0,0.0,0.0,70.2846
MS-MARCO,1093,exact,lexical,what is a marginal habitat,1.0,1.0,1.0,1.0,77.2268
MS-MARCO,1094,exact,lexical,what distinguish an algorithm from a method,0.0,0.0,0.0,0.0,126.7363
